@relation TableofMeasures(SS-WOJ)-weka.filters.unsupervised.attribute.Remove-R1

@attribute PearsAutoct1 numeric
@attribute PearsAutoct2 numeric
@attribute PearsAutoct3 numeric
@attribute PearsAutoct4 numeric
@attribute PearsAutoct5 numeric
@attribute PearsAutoct6 numeric
@attribute PearsAutoct7 numeric
@attribute PearsAutoct8 numeric
@attribute PearsAutoct9 numeric
@attribute PearsAutoct10 numeric
@attribute PearsCAutot1 numeric
@attribute PearsCAutot2 numeric
@attribute PearsCAutot3 numeric
@attribute PearsCAutot4 numeric
@attribute PearsCAutot5 numeric
@attribute PearsCAutot6 numeric
@attribute PearsCAutot7 numeric
@attribute PearsCAutot8 numeric
@attribute PearsCAutot9 numeric
@attribute PearsCAutot10 numeric
@attribute KendaAutoct1 numeric
@attribute KendaAutoct2 numeric
@attribute KendaAutoct3 numeric
@attribute KendaAutoct4 numeric
@attribute KendaAutoct5 numeric
@attribute KendaAutoct6 numeric
@attribute KendaAutoct7 numeric
@attribute KendaAutoct8 numeric
@attribute KendaAutoct9 numeric
@attribute KendaAutoct10 numeric
@attribute KendaCAutot1 numeric
@attribute KendaCAutot2 numeric
@attribute KendaCAutot3 numeric
@attribute KendaCAutot4 numeric
@attribute KendaCAutot5 numeric
@attribute KendaCAutot6 numeric
@attribute KendaCAutot7 numeric
@attribute KendaCAutot8 numeric
@attribute KendaCAutot9 numeric
@attribute KendaCAutot10 numeric
@attribute SpearAutoct1 numeric
@attribute SpearAutoct2 numeric
@attribute SpearAutoct3 numeric
@attribute SpearAutoct4 numeric
@attribute SpearAutoct5 numeric
@attribute SpearAutoct6 numeric
@attribute SpearAutoct7 numeric
@attribute SpearAutoct8 numeric
@attribute SpearAutoct9 numeric
@attribute SpearAutoct10 numeric
@attribute SpearCAutot1 numeric
@attribute SpearCAutot2 numeric
@attribute SpearCAutot3 numeric
@attribute SpearCAutot4 numeric
@attribute SpearCAutot5 numeric
@attribute SpearCAutot6 numeric
@attribute SpearCAutot7 numeric
@attribute SpearCAutot8 numeric
@attribute SpearCAutot9 numeric
@attribute SpearCAutot10 numeric
@attribute PartialAutt1 numeric
@attribute PartialAutt2 numeric
@attribute PartialAutt3 numeric
@attribute PartialAutt4 numeric
@attribute PartialAutt5 numeric
@attribute PartialAutt6 numeric
@attribute PartialAutt7 numeric
@attribute PartialAutt8 numeric
@attribute PartialAutt9 numeric
@attribute PartialAutt10 numeric
@attribute MedianFreql5u480 numeric
@attribute AR_____FitNMSEm1h1 numeric
@attribute AR_____FitNRMSEm1h1 numeric
@attribute AR_____FitCCm1h1 numeric
@attribute AR_PredictNMSEf50m1h1 numeric
@attribute AR_PredictNRMSEf50m1h1 numeric
@attribute AR_PredictCCf50m1h1 numeric
@attribute Bicorrelatt1 numeric
@attribute Bicorrelatt2 numeric
@attribute Bicorrelatt3 numeric
@attribute Bicorrelatt4 numeric
@attribute Bicorrelatt5 numeric
@attribute Bicorrelatt6 numeric
@attribute Bicorrelatt7 numeric
@attribute Bicorrelatt8 numeric
@attribute Bicorrelatt9 numeric
@attribute Bicorrelatt10 numeric
@attribute BicorrelaCt1 numeric
@attribute BicorrelaCt2 numeric
@attribute BicorrelaCt3 numeric
@attribute BicorrelaCt4 numeric
@attribute BicorrelaCt5 numeric
@attribute BicorrelaCt6 numeric
@attribute BicorrelaCt7 numeric
@attribute BicorrelaCt8 numeric
@attribute BicorrelaCt9 numeric
@attribute BicorrelaCt10 numeric
@attribute MutInfEqDib0t0 numeric
@attribute MutInfEqDib0t1 numeric
@attribute MutInfEqDib0t2 numeric
@attribute MutInfEqDib0t3 numeric
@attribute MutInfEqDib0t4 numeric
@attribute MutInfEqDib0t5 numeric
@attribute MutInfEqDib0t6 numeric
@attribute MutInfEqDib0t7 numeric
@attribute MutInfEqDib0t8 numeric
@attribute MutInfEqDib0t9 numeric
@attribute MutInfEqDib0t10 numeric
@attribute MutInCEqDib0t0 numeric
@attribute MutInCEqDib0t1 numeric
@attribute MutInCEqDib0t2 numeric
@attribute MutInCEqDib0t3 numeric
@attribute MutInCEqDib0t4 numeric
@attribute MutInCEqDib0t5 numeric
@attribute MutInCEqDib0t6 numeric
@attribute MutInCEqDib0t7 numeric
@attribute MutInCEqDib0t8 numeric
@attribute MutInCEqDib0t9 numeric
@attribute MutInCEqDib0t10 numeric
@attribute MutInfEqPrb0t0 numeric
@attribute MutInfEqPrb0t1 numeric
@attribute MutInfEqPrb0t2 numeric
@attribute MutInfEqPrb0t3 numeric
@attribute MutInfEqPrb0t4 numeric
@attribute MutInfEqPrb0t5 numeric
@attribute MutInfEqPrb0t6 numeric
@attribute MutInfEqPrb0t7 numeric
@attribute MutInfEqPrb0t8 numeric
@attribute MutInfEqPrb0t9 numeric
@attribute MutInfEqPrb0t10 numeric
@attribute MutInCEqPrb0t0 numeric
@attribute MutInCEqPrb0t1 numeric
@attribute MutInCEqPrb0t2 numeric
@attribute MutInCEqPrb0t3 numeric
@attribute MutInCEqPrb0t4 numeric
@attribute MutInCEqPrb0t5 numeric
@attribute MutInCEqPrb0t6 numeric
@attribute MutInCEqPrb0t7 numeric
@attribute MutInCEqPrb0t8 numeric
@attribute MutInCEqPrb0t9 numeric
@attribute MutInCEqPrb0t10 numeric
@attribute LocalMaximMEANa1w1 numeric
@attribute LocalMaximMEDIANa1w1 numeric
@attribute LocalMaximSDa1w1 numeric
@attribute LocalMaximIQRa1w1 numeric
@attribute LocalMinimMEANa1w1 numeric
@attribute LocalMinimMEDIANa1w1 numeric
@attribute LocalMinimSDa1w1 numeric
@attribute LocalMinimIQRa1w1 numeric
@attribute MinMaxTimeMEANa1w1 numeric
@attribute MinMaxTimeSDa1w1 numeric
@attribute MaxMaxTimeMEANa1w1 numeric
@attribute MaxMaxTimeSDa1w1 numeric
@attribute DiffMinMaxMEANa1w1 numeric
@attribute DiffMinMaxMEDIANa1w1 numeric
@attribute DiffMinMaxSDa1w1 numeric
@attribute DiffMinMaxIQRa1w1 numeric
@attribute CorrelaDimt1m1g0s4o100 numeric
@attribute AlgComEqDib0 numeric
@attribute AlgComEqPrb0 numeric
@attribute MeanTimSer numeric
@attribute MedianTimS numeric
@attribute VarianceTS numeric
@attribute StdDeviaTS numeric
@attribute IntQuarRangTS numeric
@attribute SkewnessTS numeric
@attribute KurtosisTS numeric
@attribute HjorthMobi numeric
@attribute HjorthComp {'0.00000000000000 + 0.345746887455228i',0.600894874,0.62210919,0.63094448,0.653157755,0.591177856,0.666179024,0.643606106,0.576869348,0.647551241,0.613726231,0.651036934,0.637447089,0.558454185,0.611276357,0.579854449,0.614966777,0.655341141,0.654394941,0.646352481,0.632267793,0.77915964,0.614000629,0.66360525,0.68355239,0.652062564,0.642390288,0.645988084,0.631140125,0.659556963,0.618591805,0.631245623,0.617412894,0.614888754,0.617973381,0.650048634,0.626933847}
@attribute HurstExpon numeric
@attribute DetFluctAna numeric
@attribute clase {Old,Young}

@data
-0.492659,0.047273,-0.028478,0.012685,0.012425,-0.016098,0.004636,-0.003711,-0.018224,0.044757,0.492659,0.539932,0.56841,0.581095,0.593521,0.609619,0.614255,0.617966,0.63619,0.680947,-0.326987,0.023117,-0.023498,0.030873,-0.004844,-0.017891,0.0032,-0.003722,0.011777,0.011761,0.326987,0.350104,0.373602,0.404475,0.409319,0.42721,0.43041,0.434132,0.445909,0.45767,-0.467322,0.035142,-0.035934,0.045541,-0.006695,-0.0264,0.00484,-0.006133,0.015862,0.01822,0.467322,0.502463,0.538397,0.583938,0.590633,0.617033,0.621873,0.628005,0.643868,0.662087,-0.492692,-0.260654,-0.180504,-0.116191,-0.053288,-0.038721,-0.027178,-0.020236,-0.049397,0.016086,0.294524,0.755045,0.868933,0.494647,0.771899,0.878578,0.477799,0.019339,0.024323,0.052528,-0.006612,-0.009518,0.003151,-0.006212,-0.013978,0.000792,0.041757,0.019339,0.043662,0.09619,0.102802,0.11232,0.115472,0.121684,0.135661,0.136454,0.17821,1.978359,0.213051,0.069651,0.063189,0.070184,0.062274,0.06502,0.054211,0.060885,0.064764,0.057861,1.978359,2.19141,2.261061,2.324249,2.394433,2.456707,2.521727,2.575939,2.636824,2.701588,2.759449,1.000006,0.083973,0.039473,0.037172,0.036302,0.036447,0.039096,0.034305,0.028805,0.036905,0.035681,1.000006,1.083979,1.123452,1.160624,1.196926,1.233373,1.272468,1.306773,1.335578,1.372483,1.408164,2.328866,1.932462,1.890127,1.98267,-2.332012,-2.012544,1.852649,2.262053,1.443787,0.701703,2.761341,0.936863,4.660878,4.116661,2.929357,3.649551,0.997207,0.768828,0.998383,0.032202,0.142745,6.811997,2.60998,2.992639,0.08545,4.913806,1.727674,0.613726231,0.321824,0.195843,Old
-0.451673,0.023152,-0.042187,0.074712,-0.070576,0.022745,-0.016955,-0.010563,0.019354,0.009053,0.451673,0.474825,0.517011,0.591724,0.6623,0.685045,0.702,0.712563,0.731917,0.74097,-0.310921,0.01387,-0.028368,0.039335,-0.035729,0.000365,0.001964,-0.001406,-0.000113,0.0056,0.310921,0.324791,0.353159,0.392494,0.428223,0.428588,0.430552,0.431958,0.432071,0.437671,-0.445086,0.020876,-0.042645,0.05934,-0.05427,0.00091,0.002351,-0.002765,-0.000957,0.009052,0.445086,0.465961,0.508606,0.567947,0.622216,0.623126,0.625477,0.628242,0.6292,0.638252,-0.4517,-0.231787,-0.176563,-0.03339,-0.066699,-0.040837,-0.043884,-0.059318,-0.021004,0.004094,0.325204,0.793525,0.8908,0.45357,0.792311,0.890118,0.453923,0.009271,0.019991,0.003723,-0.031798,-0.021212,-0.008554,0.036168,0.028718,0.021279,-0.01204,0.009271,0.029262,0.032985,0.064784,0.085996,0.094549,0.130717,0.159435,0.180714,0.192754,2.002921,0.206539,0.07228,0.076198,0.091493,0.079294,0.070725,0.081695,0.081234,0.079859,0.08445,2.002921,2.209461,2.28174,2.357939,2.449431,2.528726,2.59945,2.681145,2.762379,2.842238,2.926688,1.000005,0.087175,0.031123,0.035783,0.045571,0.031453,0.037514,0.034844,0.044657,0.048336,0.042058,1.000005,1.08718,1.118303,1.154086,1.199656,1.231109,1.268624,1.303467,1.348124,1.39646,1.438518,2.124267,1.848887,1.681592,2.0105,-2.151463,-1.853109,1.632075,1.975203,1.41349,0.647842,2.744868,0.905544,4.27573,3.771551,2.584597,3.680505,1.004832,0.84445,1.015548,-0.011111,-0.048909,5.690345,2.385444,2.920597,0.03479,3.969223,1.703875,0.651036934,0.366809,0.286557,Old
-0.467549,0.030573,-0.009361,-0.046118,0.027304,-0.018148,0.002997,0.017746,-0.027856,0.043666,0.467549,0.498122,0.507483,0.553601,0.580906,0.599054,0.602051,0.619797,0.647654,0.691319,-0.319359,0.016121,-0.007604,-0.016798,0.018396,-0.010069,0.002987,0.014906,-0.034705,0.053092,0.319359,0.33548,0.343084,0.359882,0.378278,0.388347,0.391334,0.40624,0.440944,0.494037,-0.452495,0.02449,-0.010867,-0.025167,0.026754,-0.015139,0.003481,0.021635,-0.051691,0.078158,0.452495,0.476985,0.487852,0.513019,0.539773,0.554912,0.558393,0.580027,0.631718,0.709876,-0.467568,-0.238981,-0.140467,-0.149777,-0.096994,-0.084197,-0.070482,-0.033514,-0.052097,0.006817,0.309864,0.779159,0.8827,0.470649,0.773861,0.879694,0.475801,-0.027962,0.003897,-0.041168,0.018885,-0.005924,-0.048295,-0.033517,0.011387,0.00642,-0.007122,0.027962,0.031859,0.073027,0.091912,0.097836,0.146132,0.179649,0.191036,0.197456,0.204578,1.89502,0.226414,0.073201,0.069023,0.074731,0.061847,0.075475,0.062324,0.07288,0.068421,0.063276,1.89502,2.121433,2.194635,2.263658,2.338389,2.400236,2.47571,2.538034,2.610914,2.679335,2.742611,1.000008,0.093611,0.035749,0.034367,0.029768,0.02969,0.03508,0.032173,0.033809,0.037743,0.035812,1.000008,1.093619,1.129368,1.163735,1.193502,1.223192,1.258273,1.290446,1.324255,1.361997,1.397809,1.897402,1.581092,1.534245,1.578741,-1.856288,-1.501135,1.670685,1.92503,1.468293,0.723493,2.758537,0.872137,3.75369,3.335599,2.478627,2.845815,0.994598,0.7833,1.005464,0.059178,0.146405,4.719715,2.17249,2.339375,-0.043152,5.436493,1.712619,0.637447089,0.383051,0.29078,Old
-0.520328,0.015784,0.030511,-0.02316,0.005147,-0.011797,0.011775,-0.014346,0.023735,-0.016241,0.520328,0.536112,0.566624,0.589784,0.594931,0.606728,0.618503,0.632849,0.656584,0.672824,-0.32781,0.009138,-0.006582,0.007993,-0.008043,0.026872,-0.009318,-0.001671,-0.011637,0.004219,0.32781,0.336947,0.343529,0.351522,0.359565,0.386437,0.395755,0.397426,0.409063,0.413282,-0.467455,0.012908,-0.00914,0.01146,-0.01216,0.038489,-0.013796,-0.00252,-0.017071,0.005498,0.467455,0.480364,0.489503,0.500964,0.513124,0.551613,0.565409,0.567929,0.584999,0.590497,-0.520386,-0.350168,-0.221214,-0.174358,-0.136956,-0.130263,-0.10338,-0.106209,-0.06526,-0.061592,0.349748,0.727861,0.853148,0.52132,0.724125,0.850955,0.527554,0.642909,0.055772,0.00044,0.009915,-0.001651,0.019747,0.011857,-0.001433,-0.002494,0.017516,0.642909,0.69868,0.699121,0.709036,0.710687,0.730434,0.742292,0.743725,0.746219,0.763735,0.156587,0.028765,0.003227,0.000496,0.000782,0.001314,0.002485,0.001654,0.001703,0.001069,0.000483,0.156587,0.185351,0.188578,0.189075,0.189856,0.19117,0.193655,0.195309,0.197013,0.198082,0.198565,1.000004,0.084685,0.035112,0.032717,0.029446,0.035332,0.033392,0.031822,0.033661,0.040243,0.034843,1.000004,1.084689,1.119801,1.152518,1.181964,1.217296,1.250688,1.282509,1.316171,1.356413,1.391257,1.671348,1.258229,3.554313,1.393224,-1.611852,-1.276382,3.41165,1.439945,1.408815,0.625473,2.703196,0.849249,3.2832,2.717957,5.102231,2.213166,0.980672,0.135661,0.983902,0.017467,-0.012839,11.146942,3.338704,1.951304,0.600282,433.800435,1.743696,0.558454185,0.434367,0.088699,Old
-0.453182,-0.046295,0.056273,0.003548,-0.061576,0.044667,-0.00151,-0.060529,0.06178,0.020414,0.453182,0.499478,0.555751,0.559298,0.620874,0.665542,0.667052,0.727581,0.789361,0.809775,-0.305885,-0.027859,0.0348,-0.005228,-0.030984,0.042609,-0.020846,-0.036776,0.036327,0.016253,0.305885,0.333744,0.368544,0.373772,0.404757,0.447366,0.468212,0.504988,0.541315,0.557568,-0.438077,-0.042125,0.052516,-0.007066,-0.046076,0.062608,-0.030252,-0.055123,0.055401,0.024065,0.438077,0.480202,0.532718,0.539784,0.585861,0.648469,0.678721,0.733844,0.789245,0.81331,-0.453229,-0.31877,-0.160454,-0.072502,-0.114876,-0.058687,-0.032835,-0.093731,-0.026939,0.029219,0.303728,0.791761,0.889809,0.456573,0.794161,0.891157,0.453621,0.031026,0.049738,0.029903,0.004823,0.026132,-0.021902,0.005613,-0.01495,-0.004627,-0.018707,0.031026,0.080764,0.110667,0.11549,0.141622,0.163524,0.169137,0.184086,0.188713,0.20742,1.946912,0.19957,0.063545,0.057216,0.055794,0.063485,0.057527,0.062831,0.054158,0.054519,0.053614,1.946912,2.146482,2.210027,2.267243,2.323036,2.386521,2.444048,2.506879,2.561037,2.615556,2.66917,1.000004,0.087752,0.040052,0.035113,0.034081,0.035858,0.040107,0.032958,0.039237,0.032782,0.032093,1.000004,1.087757,1.127808,1.162921,1.197003,1.232861,1.272968,1.305926,1.345162,1.377944,1.410037,1.810824,1.528877,1.548865,1.497003,-1.736243,-1.524968,1.396017,1.712308,1.436364,0.642851,2.757813,0.827839,3.547067,3.198539,2.32238,2.89389,1.001199,0.798887,1.007081,0.047958,0.094179,4.139549,2.034588,2.262084,0.351395,5.468903,1.704353,0.611276357,0.296281,0.195257,Old
-0.527117,0.068886,-0.019677,-0.007212,-0.030787,0.060142,-0.04302,-0.002669,0.034689,-0.022989,0.527117,0.596003,0.61568,0.622892,0.65368,0.713821,0.756842,0.75951,0.794199,0.817188,-0.355003,0.054723,-0.02974,-0.004581,-0.014929,0.040296,-0.030189,0.011303,0.019981,-0.0037,0.355003,0.409726,0.439466,0.444047,0.458976,0.499272,0.529461,0.540764,0.560744,0.564445,-0.502385,0.081143,-0.042996,-0.007048,-0.02222,0.059698,-0.044472,0.016476,0.02928,-0.006214,0.502385,0.583528,0.626524,0.633572,0.655792,0.715489,0.759961,0.776437,0.805717,0.811931,-0.527179,-0.288759,-0.189371,-0.146391,-0.164054,-0.070315,-0.069565,-0.086922,-0.025666,-0.019469,0.340544,0.712855,0.844307,0.535622,0.738848,0.859563,0.512366,0.043688,0.008072,-0.047808,0.011674,-0.012198,-0.030698,-0.023113,0.01955,-0.02356,-0.023403,0.043688,0.05176,0.099568,0.111242,0.12344,0.154138,0.177251,0.196801,0.220361,0.243764,1.469901,0.209387,0.035848,0.049873,0.04667,0.045642,0.04124,0.036478,0.040083,0.04782,0.030163,1.469901,1.679288,1.715136,1.765008,1.811678,1.857319,1.898559,1.935037,1.97512,2.022939,2.053102,1.000002,0.107036,0.034865,0.036938,0.036391,0.038341,0.036767,0.038972,0.041223,0.036068,0.038716,1.000002,1.107038,1.141903,1.178841,1.215233,1.253573,1.290341,1.329312,1.370535,1.406603,1.445319,1.934219,1.557861,1.782583,1.650339,-1.880699,-1.534564,1.696075,1.691334,1.385922,0.661117,2.652068,0.834099,3.814918,3.265408,2.613533,2.796475,0.988164,0.654266,0.99439,0.034811,0.007117,5.367774,2.316846,2.538299,0.373315,10.056658,1.747451,0.579854449,0.291895,0.129195,Old
-0.455165,-0.034895,0.028311,-0.048347,0.059819,-0.006059,-0.047552,0.017782,0.037702,-0.046132,0.455165,0.49006,0.518371,0.566718,0.626538,0.632597,0.680149,0.697931,0.735633,0.781765,-0.322436,0.008041,0.009273,-0.021982,0.019256,0.013513,-0.032475,-0.002341,0.036988,-0.036252,0.322436,0.330478,0.339751,0.361733,0.380989,0.394502,0.426977,0.429318,0.466305,0.502557,-0.459251,0.011577,0.013628,-0.032706,0.02819,0.019341,-0.048441,-0.003254,0.055554,-0.05334,0.459251,0.470828,0.484456,0.517162,0.545352,0.564692,0.613133,0.616387,0.671942,0.725282,-0.455203,-0.307496,-0.181337,-0.179553,-0.076946,-0.031105,-0.073857,-0.068327,0.001899,-0.036678,0.343612,0.787497,0.88741,0.460558,0.776842,0.881386,0.47252,0.055571,-0.016,-0.025427,-0.014654,-0.008317,-0.004448,-0.009391,0.042414,0.023296,0.003094,0.055571,0.071571,0.096998,0.111652,0.119969,0.124417,0.133808,0.176222,0.199518,0.202611,1.572251,0.197126,0.043434,0.044458,0.043356,0.049795,0.044679,0.046146,0.044314,0.039379,0.036778,1.572251,1.769377,1.81281,1.857268,1.900624,1.950419,1.995098,2.041244,2.085558,2.124937,2.161716,1.000004,0.094424,0.036215,0.034051,0.029917,0.037094,0.031569,0.03231,0.039603,0.037571,0.031398,1.000004,1.094428,1.130643,1.164694,1.194611,1.231704,1.263273,1.295583,1.335187,1.372758,1.404155,1.761456,1.361241,1.814639,1.613752,-1.670037,-1.359056,1.546512,1.55507,1.424074,0.675419,2.725926,0.892597,3.431493,2.975827,2.444121,2.561058,0.997111,0.646011,0.989968,0.021528,-0.034227,4.526794,2.127626,2.094711,0.687272,11.656211,1.705881,0.614966777,0.36042,0.257813,Old
-0.449534,0.030285,-0.077866,0.052225,-0.041725,0.036292,-0.095801,0.096415,-0.000361,-0.030453,0.449534,0.479819,0.557686,0.60991,0.651635,0.687928,0.783729,0.880144,0.880505,0.910958,-0.300621,0.020122,-0.037004,0.032686,-0.035992,0.014544,-0.044423,0.044943,0.01159,-0.03995,0.300621,0.320743,0.357747,0.390434,0.426426,0.44097,0.485393,0.530335,0.541925,0.581875,-0.43105,0.03073,-0.055307,0.047635,-0.053263,0.020898,-0.06619,0.066571,0.018656,-0.060322,0.43105,0.46178,0.517087,0.564722,0.617985,0.638884,0.705074,0.771644,0.7903,0.850622,-0.451959,-0.221082,-0.217976,-0.105107,-0.10355,-0.043088,-0.15039,-0.040507,0.011148,-0.023999,0.30066,0.792338,0.890134,0.455396,0.775977,0.880896,0.474013,-0.002068,0.044898,-0.016054,-0.031752,-0.02601,-0.044456,0.005484,-0.038754,-0.026306,-0.006758,0.002068,0.046966,0.06302,0.094772,0.120782,0.165238,0.170722,0.209476,0.235783,0.242541,1.792956,0.189939,0.061963,0.081774,0.059486,0.061317,0.054195,0.065034,0.066064,0.060472,0.073553,1.792956,1.982895,2.044859,2.126633,2.186119,2.247435,2.301631,2.366665,2.432729,2.4932,2.566753,1.000013,0.078185,0.029568,0.048429,0.036448,0.037865,0.040785,0.033092,0.033986,0.037985,0.047983,1.000013,1.078199,1.107767,1.156196,1.192644,1.230509,1.271295,1.304387,1.338373,1.376358,1.424341,2.445776,2.228656,2.035352,2.400036,-2.244558,-1.813039,1.903005,2.166251,1.393103,0.63678,2.705882,0.874007,4.690334,4.226527,2.941611,3.681324,0.99287,0.802718,1.030651,0.057403,-0.120414,7.477286,2.734463,2.996233,0.181038,4.87828,1.70077,0.655341141,0.338899,0.203487,Young
-0.435306,-0.006767,-0.075237,0.004475,0.063726,0.000155,0.005344,-0.069631,0.033369,0.021692,0.435306,0.442074,0.517311,0.521786,0.585512,0.585667,0.591011,0.660643,0.694012,0.715704,-0.294045,-0.005448,-0.037192,-0.002052,0.02589,0.015986,-0.012134,-0.026207,0.007246,0.023265,0.294045,0.299492,0.336684,0.338736,0.364625,0.380611,0.392745,0.418953,0.426199,0.449464,-0.419896,-0.008151,-0.056359,-0.004354,0.038642,0.023263,-0.016573,-0.039119,0.01054,0.034338,0.419896,0.428047,0.484405,0.488759,0.527401,0.550664,0.567237,0.606356,0.616896,0.651234,-0.435363,-0.244158,-0.24244,-0.207052,-0.087981,-0.035349,0.000339,-0.067363,-0.037416,0.000518,0.276117,0.806922,0.898288,0.438624,0.829297,0.910658,0.413777,-0.010183,-0.009773,0.07108,-0.036604,0.009063,0.031955,-0.026917,0.053139,0.014806,0.022665,0.010183,0.019955,0.091035,0.127639,0.136702,0.168657,0.195574,0.248714,0.26352,0.286185,1.772951,0.199812,0.060825,0.056708,0.072074,0.078272,0.079764,0.066061,0.055166,0.062288,0.053178,1.772951,1.972763,2.033588,2.090296,2.162369,2.240642,2.320405,2.386467,2.441632,2.503921,2.557099,1.000008,0.091194,0.036633,0.031125,0.035163,0.042378,0.042947,0.031583,0.032668,0.029339,0.03146,1.000008,1.091202,1.127834,1.15896,1.194122,1.2365,1.279447,1.31103,1.343698,1.373037,1.404497,1.960008,1.563864,1.771793,1.929307,-1.943585,-1.633082,1.641378,1.753183,1.467822,0.698424,2.794554,0.931857,3.903593,3.490252,2.538649,2.971983,0.996229,0.743198,1.006988,0.011777,-0.004414,5.158623,2.27126,2.43618,0.203182,6.610259,1.694237,0.654394941,0.357766,0.259076,Young
-0.452556,0.015826,-0.062876,0.000966,0.042223,-0.004916,-0.017242,-0.007298,0.044018,-0.052535,0.452556,0.468381,0.531258,0.532223,0.574446,0.579363,0.596605,0.603903,0.647921,0.700456,-0.270379,-0.035069,-0.013563,-0.010926,0.029902,-0.015063,-0.005124,-0.004167,0.032589,-0.02064,0.270379,0.305447,0.31901,0.329936,0.359837,0.3749,0.380023,0.38419,0.416779,0.437419,-0.388835,-0.051748,-0.02052,-0.015859,0.04374,-0.021577,-0.007626,-0.007338,0.048181,-0.03082,0.388835,0.440583,0.461103,0.476962,0.520701,0.542279,0.549905,0.557243,0.605424,0.636244,-0.452567,-0.239723,-0.215386,-0.182904,-0.088141,-0.052035,-0.055005,-0.054223,0.016799,-0.036644,0.269981,0.793129,0.890578,0.454356,0.760912,0.872303,0.496232,0.148815,-0.001422,0.023786,-0.013728,-0.082248,-0.064441,-0.030909,-0.006541,-0.002649,0.026987,0.148815,0.150237,0.174023,0.187751,0.269998,0.334439,0.365348,0.371889,0.374538,0.401525,1.712319,0.169384,0.060739,0.053438,0.044793,0.05328,0.052732,0.057903,0.046846,0.04736,0.05145,1.712319,1.881702,1.942442,1.99588,2.040673,2.093953,2.146685,2.204588,2.251434,2.298795,2.350244,1.000004,0.076972,0.033067,0.040881,0.039484,0.032157,0.036592,0.034502,0.035114,0.035649,0.029508,1.000004,1.076975,1.110043,1.150924,1.190408,1.222565,1.259156,1.293658,1.328772,1.364421,1.393929,2.26527,1.777762,2.059388,2.056167,-2.158595,-1.813151,1.772588,1.91425,1.504926,0.712308,2.837037,0.927101,4.423865,4.014432,2.948263,3.120099,0.994936,0.729399,1.0063,0.032045,-0.019006,6.43429,2.53659,2.808054,0.407494,6.70259,1.704314,0.646352481,0.322534,0.209525,Young
-0.451691,-0.003363,0.007267,-0.040413,0.054687,-0.033773,-0.027445,0.04144,0.003384,-0.036154,0.451691,0.455054,0.462321,0.502734,0.557421,0.591194,0.618639,0.660079,0.663464,0.699617,-0.305485,-0.007696,-0.001018,-0.034328,0.05636,-0.028695,-0.02073,0.035723,0.006162,-0.035319,0.305485,0.313181,0.314199,0.348527,0.404886,0.433581,0.454311,0.490034,0.496196,0.531515,-0.437418,-0.011502,-0.000923,-0.05042,0.08432,-0.044218,-0.030798,0.053184,0.008337,-0.05199,0.437418,0.44892,0.449842,0.500263,0.584583,0.628801,0.659599,0.712783,0.72112,0.77311,-0.453922,-0.262009,-0.152171,-0.146033,-0.04944,-0.050583,-0.085215,-0.028975,0.005895,-0.040372,0.294524,0.791327,0.889565,0.456481,0.788323,0.887876,0.458789,0.003591,-0.018153,-0.000159,0.017491,-0.005253,0.025467,0.00018,0.017096,-0.065424,-0.035009,0.003591,0.021743,0.021902,0.039393,0.044646,0.070113,0.070293,0.087389,0.152813,0.187822,1.769683,0.200169,0.041548,0.045313,0.060049,0.051532,0.040992,0.048016,0.044917,0.036464,0.049038,1.769683,1.969852,2.0114,2.056714,2.116763,2.168295,2.209287,2.257303,2.30222,2.338684,2.387722,1.000009,0.09183,0.030676,0.030565,0.040149,0.02999,0.03492,0.03098,0.02897,0.028554,0.038532,1.000009,1.091839,1.122515,1.15308,1.193228,1.223219,1.258139,1.289119,1.318089,1.346642,1.385175,2.32273,1.976637,1.903692,1.960996,-2.247804,-2.052023,1.662489,1.891733,1.469657,0.705985,2.748677,0.860455,4.570534,4.27283,2.609368,3.041299,1.001567,0.765042,1.015006,0.042669,0.016216,6.627701,2.574432,3.143245,0.354093,5.176675,1.702289,0.632267793,0.330773,0.229688,Young
