@relation TableofMeasures(SS-WOJ)-weka.filters.unsupervised.attribute.Remove-R1

@attribute PearsAutoct1 numeric
@attribute PearsAutoct2 numeric
@attribute PearsAutoct3 numeric
@attribute PearsAutoct4 numeric
@attribute PearsAutoct5 numeric
@attribute PearsAutoct6 numeric
@attribute PearsAutoct7 numeric
@attribute PearsAutoct8 numeric
@attribute PearsAutoct9 numeric
@attribute PearsAutoct10 numeric
@attribute PearsCAutot1 numeric
@attribute PearsCAutot2 numeric
@attribute PearsCAutot3 numeric
@attribute PearsCAutot4 numeric
@attribute PearsCAutot5 numeric
@attribute PearsCAutot6 numeric
@attribute PearsCAutot7 numeric
@attribute PearsCAutot8 numeric
@attribute PearsCAutot9 numeric
@attribute PearsCAutot10 numeric
@attribute KendaAutoct1 numeric
@attribute KendaAutoct2 numeric
@attribute KendaAutoct3 numeric
@attribute KendaAutoct4 numeric
@attribute KendaAutoct5 numeric
@attribute KendaAutoct6 numeric
@attribute KendaAutoct7 numeric
@attribute KendaAutoct8 numeric
@attribute KendaAutoct9 numeric
@attribute KendaAutoct10 numeric
@attribute KendaCAutot1 numeric
@attribute KendaCAutot2 numeric
@attribute KendaCAutot3 numeric
@attribute KendaCAutot4 numeric
@attribute KendaCAutot5 numeric
@attribute KendaCAutot6 numeric
@attribute KendaCAutot7 numeric
@attribute KendaCAutot8 numeric
@attribute KendaCAutot9 numeric
@attribute KendaCAutot10 numeric
@attribute SpearAutoct1 numeric
@attribute SpearAutoct2 numeric
@attribute SpearAutoct3 numeric
@attribute SpearAutoct4 numeric
@attribute SpearAutoct5 numeric
@attribute SpearAutoct6 numeric
@attribute SpearAutoct7 numeric
@attribute SpearAutoct8 numeric
@attribute SpearAutoct9 numeric
@attribute SpearAutoct10 numeric
@attribute SpearCAutot1 numeric
@attribute SpearCAutot2 numeric
@attribute SpearCAutot3 numeric
@attribute SpearCAutot4 numeric
@attribute SpearCAutot5 numeric
@attribute SpearCAutot6 numeric
@attribute SpearCAutot7 numeric
@attribute SpearCAutot8 numeric
@attribute SpearCAutot9 numeric
@attribute SpearCAutot10 numeric
@attribute PartialAutt1 numeric
@attribute PartialAutt2 numeric
@attribute PartialAutt3 numeric
@attribute PartialAutt4 numeric
@attribute PartialAutt5 numeric
@attribute PartialAutt6 numeric
@attribute PartialAutt7 numeric
@attribute PartialAutt8 numeric
@attribute PartialAutt9 numeric
@attribute PartialAutt10 numeric
@attribute MedianFreql5u480 numeric
@attribute AR_____FitNMSEm1h1 numeric
@attribute AR_____FitNRMSEm1h1 numeric
@attribute AR_____FitCCm1h1 numeric
@attribute AR_PredictNMSEf50m1h1 numeric
@attribute AR_PredictNRMSEf50m1h1 numeric
@attribute AR_PredictCCf50m1h1 numeric
@attribute Bicorrelatt1 numeric
@attribute Bicorrelatt2 numeric
@attribute Bicorrelatt3 numeric
@attribute Bicorrelatt4 numeric
@attribute Bicorrelatt5 numeric
@attribute Bicorrelatt6 numeric
@attribute Bicorrelatt7 numeric
@attribute Bicorrelatt8 numeric
@attribute Bicorrelatt9 numeric
@attribute Bicorrelatt10 numeric
@attribute BicorrelaCt1 numeric
@attribute BicorrelaCt2 numeric
@attribute BicorrelaCt3 numeric
@attribute BicorrelaCt4 numeric
@attribute BicorrelaCt5 numeric
@attribute BicorrelaCt6 numeric
@attribute BicorrelaCt7 numeric
@attribute BicorrelaCt8 numeric
@attribute BicorrelaCt9 numeric
@attribute BicorrelaCt10 numeric
@attribute MutInfEqDib0t0 numeric
@attribute MutInfEqDib0t1 numeric
@attribute MutInfEqDib0t2 numeric
@attribute MutInfEqDib0t3 numeric
@attribute MutInfEqDib0t4 numeric
@attribute MutInfEqDib0t5 numeric
@attribute MutInfEqDib0t6 numeric
@attribute MutInfEqDib0t7 numeric
@attribute MutInfEqDib0t8 numeric
@attribute MutInfEqDib0t9 numeric
@attribute MutInfEqDib0t10 numeric
@attribute MutInCEqDib0t0 numeric
@attribute MutInCEqDib0t1 numeric
@attribute MutInCEqDib0t2 numeric
@attribute MutInCEqDib0t3 numeric
@attribute MutInCEqDib0t4 numeric
@attribute MutInCEqDib0t5 numeric
@attribute MutInCEqDib0t6 numeric
@attribute MutInCEqDib0t7 numeric
@attribute MutInCEqDib0t8 numeric
@attribute MutInCEqDib0t9 numeric
@attribute MutInCEqDib0t10 numeric
@attribute MutInfEqPrb0t0 numeric
@attribute MutInfEqPrb0t1 numeric
@attribute MutInfEqPrb0t2 numeric
@attribute MutInfEqPrb0t3 numeric
@attribute MutInfEqPrb0t4 numeric
@attribute MutInfEqPrb0t5 numeric
@attribute MutInfEqPrb0t6 numeric
@attribute MutInfEqPrb0t7 numeric
@attribute MutInfEqPrb0t8 numeric
@attribute MutInfEqPrb0t9 numeric
@attribute MutInfEqPrb0t10 numeric
@attribute MutInCEqPrb0t0 numeric
@attribute MutInCEqPrb0t1 numeric
@attribute MutInCEqPrb0t2 numeric
@attribute MutInCEqPrb0t3 numeric
@attribute MutInCEqPrb0t4 numeric
@attribute MutInCEqPrb0t5 numeric
@attribute MutInCEqPrb0t6 numeric
@attribute MutInCEqPrb0t7 numeric
@attribute MutInCEqPrb0t8 numeric
@attribute MutInCEqPrb0t9 numeric
@attribute MutInCEqPrb0t10 numeric
@attribute LocalMaximMEANa1w1 numeric
@attribute LocalMaximMEDIANa1w1 numeric
@attribute LocalMaximSDa1w1 numeric
@attribute LocalMaximIQRa1w1 numeric
@attribute LocalMinimMEANa1w1 numeric
@attribute LocalMinimMEDIANa1w1 numeric
@attribute LocalMinimSDa1w1 numeric
@attribute LocalMinimIQRa1w1 numeric
@attribute MinMaxTimeMEANa1w1 numeric
@attribute MinMaxTimeSDa1w1 numeric
@attribute MaxMaxTimeMEANa1w1 numeric
@attribute MaxMaxTimeSDa1w1 numeric
@attribute DiffMinMaxMEANa1w1 numeric
@attribute DiffMinMaxMEDIANa1w1 numeric
@attribute DiffMinMaxSDa1w1 numeric
@attribute DiffMinMaxIQRa1w1 numeric
@attribute CorrelaDimt1m1g0s4o100 numeric
@attribute AlgComEqDib0 numeric
@attribute AlgComEqPrb0 numeric
@attribute MeanTimSer numeric
@attribute MedianTimS numeric
@attribute VarianceTS numeric
@attribute StdDeviaTS numeric
@attribute IntQuarRangTS numeric
@attribute SkewnessTS numeric
@attribute KurtosisTS numeric
@attribute HjorthMobi numeric
@attribute HjorthComp {'0.00000000000000 + 0.345746887455228i',0.600894874,0.62210919,0.63094448,0.653157755,0.591177856,0.666179024,0.643606106,0.576869348,0.647551241,0.613726231,0.651036934,0.637447089,0.558454185,0.611276357,0.579854449,0.614966777,0.655341141,0.654394941,0.646352481,0.632267793,0.77915964,0.614000629,0.66360525,0.68355239,0.652062564,0.642390288,0.645988084,0.631140125,0.659556963,0.618591805,0.631245623,0.617412894,0.614888754,0.617973381,0.650048634,0.626933847}
@attribute HurstExpon numeric
@attribute DetFluctAna numeric
@attribute clase {Old,Young}

@data
-0.287778,-0.056551,-0.018784,-0.011149,-0.0326,0.033734,0.008165,-0.034258,0.019791,-0.023907,0.287778,0.344329,0.363113,0.374262,0.406862,0.440596,0.448761,0.483018,0.502809,0.526716,-0.297897,0.009868,-0.011552,-0.004574,-0.034505,0.009103,0.031504,-0.032515,0.017112,-0.009085,0.297897,0.307765,0.319318,0.323891,0.358397,0.367499,0.399003,0.431518,0.448629,0.457714,-0.419819,0.014604,-0.01597,-0.007798,-0.051029,0.014,0.04616,-0.047679,0.025622,-0.013771,0.419819,0.434423,0.450393,0.458191,0.50922,0.52322,0.56938,0.617059,0.64268,0.656451,-0.28788,-0.145878,-0.086031,-0.056883,-0.070401,-0.005959,0.005997,-0.033827,-0.001636,-0.026472,0.30066,0.914522,0.956307,0.294059,0.850716,0.922343,0.452721,-0.000004,0.125939,-0.005121,0.02804,0.001192,-0.004594,0.026408,0.003571,-0.036837,0.002775,0.000004,0.125943,0.131064,0.159105,0.160296,0.164891,0.191299,0.194869,0.231707,0.234481,1.018115,0.112506,0.035172,0.016674,0.010199,0.018703,0.028264,0.026439,0.016232,0.015689,0.024518,1.018115,1.130621,1.165792,1.182467,1.192666,1.211369,1.239633,1.266072,1.282304,1.297993,1.322512,1.000009,0.08454,0.034156,0.037401,0.03463,0.032534,0.033505,0.040288,0.038565,0.036509,0.041993,1.000009,1.084549,1.118705,1.156106,1.190736,1.22327,1.256775,1.297063,1.335628,1.372137,1.41413,2.14637,1.519391,2.916182,1.919261,-1.927789,-1.515044,1.710567,1.86427,1.457143,0.665283,2.810714,0.9216,4.07416,3.248207,3.730217,2.920962,0.987479,0.549881,1.030615,0.112419,-0.010663,7.601181,2.757024,2.280449,3.634904,48.869239,1.6036,0.77915964,0.475661,0.39753,Young
-0.468846,-0.006567,0.023546,-0.026102,-0.030702,-0.00201,0.089354,-0.061792,-0.004409,-0.051496,0.468846,0.475413,0.498959,0.525061,0.555764,0.557774,0.647128,0.708921,0.713329,0.764826,-0.327311,0.00419,0.015605,-0.010927,-0.017598,-0.015121,0.066906,-0.037313,-0.016801,0.001239,0.327311,0.331501,0.347106,0.358033,0.375631,0.390753,0.457659,0.494972,0.511773,0.513012,-0.471372,0.006567,0.022332,-0.016726,-0.025962,-0.022431,0.101038,-0.055824,-0.02568,0.001076,0.471372,0.477939,0.500271,0.516997,0.54296,0.565391,0.666429,0.722252,0.747933,0.749008,-0.469162,-0.289105,-0.160359,-0.130616,-0.150386,-0.15151,-0.003982,-0.021346,-0.044206,-0.131973,0.355884,0.77494,0.880306,0.47385,0.73107,0.855026,0.526826,0.048298,-0.034802,-0.009655,-0.019881,0.025579,-0.053723,-0.008195,-0.022325,-0.029222,0.000997,0.048298,0.083099,0.092754,0.112635,0.138214,0.191938,0.200132,0.222457,0.251679,0.252676,1.695547,0.185671,0.049709,0.049648,0.034651,0.04487,0.042419,0.057211,0.054238,0.04994,0.051505,1.695547,1.881218,1.930927,1.980576,2.015227,2.060096,2.102515,2.159726,2.213965,2.263905,2.315409,1.000005,0.088819,0.032816,0.030049,0.043598,0.036751,0.037226,0.036075,0.031471,0.025231,0.044269,1.000005,1.088824,1.12164,1.151689,1.195287,1.232037,1.269264,1.305339,1.33681,1.362041,1.406311,1.803927,1.598528,1.458404,1.422867,-1.688752,-1.419784,1.369873,1.48868,1.436111,0.634501,2.746518,0.835546,3.492679,3.065005,2.075221,2.368495,0.994521,0.740589,1.014687,0.025918,-0.045714,3.904766,1.976048,2.266282,0.27337,6.353896,1.713658,0.614000629,0.316283,0.217151,Young
-0.44334,0.025959,-0.027388,-0.017075,-0.03684,0.049467,-0.006516,-0.0369,-0.00107,0.028773,0.44334,0.469299,0.496687,0.513762,0.550602,0.600069,0.606584,0.643484,0.644555,0.673328,-0.312791,0.021971,-0.014356,0.012294,-0.040246,0.039001,-0.007698,-0.019458,-0.006019,0.030565,0.312791,0.334762,0.349118,0.361412,0.401658,0.440659,0.448357,0.467815,0.473834,0.504398,-0.444308,0.034032,-0.021671,0.017259,-0.058723,0.059016,-0.010861,-0.030426,-0.009716,0.046191,0.444308,0.47834,0.500011,0.51727,0.575994,0.63501,0.645871,0.676297,0.686013,0.732204,-0.44357,-0.214953,-0.141836,-0.113575,-0.141457,-0.06276,-0.029518,-0.072257,-0.079953,-0.03236,0.33134,0.800334,0.894614,0.446851,0.838864,0.915895,0.410644,0.041711,0.036237,0.022493,-0.003403,0.009757,-0.005677,-0.017581,-0.017762,-0.078243,-0.026611,0.041711,0.077948,0.100441,0.103844,0.113602,0.119279,0.13686,0.154621,0.232864,0.259475,1.847963,0.203907,0.063404,0.06387,0.067671,0.079095,0.067204,0.068654,0.060462,0.075063,0.076168,1.847963,2.051869,2.115273,2.179143,2.246814,2.325909,2.393113,2.461768,2.522229,2.597292,2.67346,1.000007,0.084913,0.030747,0.032273,0.034133,0.035303,0.030484,0.032684,0.041174,0.027157,0.035058,1.000007,1.08492,1.115667,1.147941,1.182074,1.217377,1.24786,1.280545,1.321718,1.348876,1.383934,2.233825,1.765731,1.87679,2.089913,-2.062694,-1.880153,1.614565,1.937205,1.384058,0.630411,2.727273,0.876592,4.296519,3.79142,2.633766,3.66273,0.988306,0.83453,1.029018,0.062153,0.030928,6.048588,2.459388,2.817276,0.333975,4.59751,1.698393,0.66360525,0.338714,0.275407,Young
-0.40166,-0.029968,-0.027021,0.043778,0.00406,-0.024343,-0.065191,0.092861,-0.052174,0.024763,0.40166,0.431629,0.45865,0.502428,0.506488,0.530831,0.596022,0.688883,0.741057,0.76582,-0.291206,0.004152,-0.031761,0.041994,0.011743,-0.049641,-0.004838,0.033875,-0.013195,0.000237,0.291206,0.295358,0.327119,0.369113,0.380856,0.430497,0.435335,0.469211,0.482405,0.482642,-0.417293,0.005443,-0.045267,0.062749,0.018598,-0.073592,-0.007271,0.051306,-0.020656,-0.00053,0.417293,0.422736,0.468003,0.530752,0.54935,0.622941,0.630212,0.681518,0.702175,0.702704,-0.403556,-0.230677,-0.173072,-0.063101,-0.014606,-0.027207,-0.105418,0.008929,-0.049423,-0.0018,0.312932,0.83726,0.915019,0.404788,0.852007,0.923043,0.38827,0.042399,0.013199,-0.019974,-0.015849,-0.003188,-0.009819,0.020756,-0.042788,0.018881,-0.014926,0.042399,0.055598,0.075572,0.091421,0.094609,0.104428,0.125184,0.167972,0.186853,0.201779,1.606296,0.172787,0.070753,0.064246,0.043485,0.047635,0.053536,0.057849,0.065045,0.070038,0.053087,1.606296,1.779083,1.849836,1.914082,1.957567,2.005201,2.058738,2.116587,2.181631,2.25167,2.304756,1.000009,0.082201,0.032321,0.037542,0.032981,0.037768,0.039988,0.033204,0.032681,0.034157,0.041552,1.000009,1.08221,1.114531,1.152073,1.185054,1.222823,1.262811,1.296015,1.328695,1.362852,1.404404,2.472046,1.949293,2.275404,2.247691,-2.209747,-1.988416,1.735203,1.746831,1.449123,0.688211,2.788732,0.953557,4.681793,4.112039,3.040984,3.580575,0.999818,0.739379,1.017464,0.095269,0.007516,7.440312,2.727694,3.085866,0.711155,7.346513,1.67196,0.68355239,0.434789,0.3347,Young
-0.451031,0.016222,-0.012455,-0.037153,0.047284,-0.028493,-0.001417,0.015838,0.010301,0.00784,0.451031,0.467252,0.479708,0.516861,0.564145,0.592637,0.594054,0.609892,0.620193,0.628033,-0.309199,-0.002794,0.00682,-0.03259,0.038427,-0.014769,-0.00731,0.012312,0.00851,0.012881,0.309199,0.311993,0.318814,0.351404,0.389831,0.4046,0.41191,0.424222,0.432732,0.445613,-0.442105,-0.002751,0.009222,-0.048965,0.056364,-0.021925,-0.010704,0.019207,0.012578,0.019201,0.442105,0.444856,0.454078,0.503043,0.559407,0.581331,0.592035,0.611242,0.623819,0.643021,-0.451087,-0.235562,-0.146136,-0.142932,-0.057854,-0.056403,-0.051631,-0.019784,0.015598,0.032214,0.282252,0.797217,0.89287,0.453227,0.802614,0.895887,0.444796,-0.055963,-0.0123,-0.059925,-0.017784,0.03212,-0.015142,-0.016556,-0.055554,-0.008739,-0.005996,0.055963,0.068263,0.128187,0.145971,0.178091,0.193234,0.20979,0.265344,0.274083,0.280078,1.966587,0.211574,0.062084,0.077645,0.075756,0.087887,0.073507,0.06306,0.067256,0.072917,0.07298,1.966587,2.178161,2.240245,2.317889,2.393645,2.481532,2.555039,2.618099,2.685355,2.758272,2.831252,1.00001,0.088584,0.044214,0.042604,0.035236,0.037438,0.037416,0.034416,0.030096,0.035278,0.038986,1.00001,1.088594,1.132808,1.175412,1.210649,1.248087,1.285503,1.319919,1.350014,1.385293,1.424279,2.397191,2.060628,1.894314,2.300747,-2.168933,-1.886234,1.678313,2.070526,1.453172,0.642024,2.806647,0.862739,4.566124,4.117943,2.622948,3.312461,0.999305,0.825617,1.017427,0.108271,0.007199,6.455402,2.540748,2.911129,0.244018,4.228871,1.702041,0.652062564,0.417006,0.369249,Young
-0.452116,0.011368,-0.047078,0.070986,-0.056136,-0.013481,0.035,-0.036908,0.024908,0.001497,0.452116,0.463484,0.510562,0.581548,0.637684,0.651165,0.686165,0.723073,0.74798,0.749478,-0.298589,0.013638,-0.040335,0.047501,-0.036582,-0.00331,0.021909,-0.007322,-0.008288,0.006628,0.298589,0.312228,0.352562,0.400063,0.436645,0.439955,0.461865,0.469186,0.477474,0.484102,-0.432978,0.020377,-0.059652,0.071004,-0.055009,-0.005461,0.031954,-0.011836,-0.011312,0.009773,0.432978,0.453355,0.513006,0.584011,0.639019,0.644481,0.676435,0.688271,0.699583,0.709357,-0.452334,-0.243506,-0.202295,-0.062293,-0.077871,-0.095156,-0.032891,-0.064883,-0.030086,-0.005341,0.30066,0.793754,0.890929,0.454467,0.810889,0.900494,0.436455,0.016821,-0.020875,0.023979,-0.007001,0.053398,0.009404,0.00998,0.006298,0.006039,0.029939,0.016821,0.037696,0.061675,0.068676,0.122074,0.131479,0.141459,0.147757,0.153795,0.183734,2.015706,0.202372,0.078425,0.07055,0.065431,0.070218,0.068389,0.06844,0.071977,0.06993,0.067264,2.015706,2.218078,2.296503,2.367053,2.432484,2.502702,2.571091,2.639531,2.711508,2.781438,2.848702,1.000008,0.079509,0.031872,0.032762,0.024339,0.035234,0.035379,0.033851,0.040345,0.033895,0.037344,1.000008,1.079517,1.111389,1.144151,1.168489,1.203723,1.239102,1.272953,1.313298,1.347193,1.384537,2.148561,1.812611,1.759009,1.736247,-2.05167,-1.811433,1.617791,1.957396,1.410256,0.651732,2.705607,0.85055,4.200231,3.75788,2.575767,2.972711,0.993479,0.818663,1.013797,0.055575,0.064994,5.741998,2.396247,2.879965,0.228215,4.694813,1.703619,0.642390288,0.33959,0.264739,Young
-0.462083,0.039702,-0.066881,0.018599,0.016121,-0.024311,0.001501,0.000513,0.036945,-0.012249,0.462083,0.501785,0.568665,0.587265,0.603386,0.627697,0.629198,0.629711,0.666656,0.678906,-0.328426,0.029915,-0.038064,0.023128,0.004659,-0.019038,0.007804,0.004335,0.014688,-0.011142,0.328426,0.358341,0.396405,0.419533,0.424192,0.44323,0.451034,0.455369,0.470058,0.481199,-0.467674,0.044315,-0.057538,0.034552,0.00721,-0.027173,0.011499,0.006351,0.022611,-0.015819,0.467674,0.511989,0.569527,0.604079,0.611289,0.638462,0.64996,0.656312,0.678923,0.694742,-0.463133,-0.22188,-0.196768,-0.138785,-0.071599,-0.073734,-0.06565,-0.049493,0.01357,0.019337,0.297592,0.785415,0.886236,0.464068,0.80558,0.897541,0.444179,0.000178,0.011086,0.063598,0.044374,0.00986,-0.015758,-0.047038,0.050734,-0.034974,-0.049628,0.000178,0.011264,0.074862,0.119236,0.129095,0.144853,0.191891,0.242625,0.277599,0.327227,1.808931,0.214799,0.065883,0.055401,0.051872,0.054888,0.053541,0.053006,0.064757,0.059249,0.048511,1.808931,2.02373,2.089613,2.145014,2.196886,2.251774,2.305315,2.358322,2.423079,2.482328,2.530838,1.000007,0.088224,0.030927,0.034636,0.034029,0.033431,0.030098,0.029847,0.030769,0.030296,0.030318,1.000007,1.08823,1.119157,1.153793,1.187822,1.221253,1.251351,1.281198,1.311966,1.342263,1.372581,2.062503,1.710725,1.880538,1.865468,-1.924017,-1.586504,1.720555,1.792288,1.393443,0.60873,2.702259,0.867601,3.98652,3.55174,2.743938,3.211437,0.99093,0.740171,0.997366,0.062478,-0.013215,5.645888,2.376108,2.460336,0.149207,6.448711,1.708798,0.645988084,0.368634,0.307786,Young
-0.435022,-0.050011,0.104918,-0.081709,0.014065,-0.020566,0.021513,-0.012552,-0.002329,-0.019576,0.435022,0.485034,0.589952,0.671661,0.685727,0.706292,0.727805,0.740357,0.742686,0.762262,-0.293893,-0.047751,0.074547,-0.04283,0.003317,-0.022329,0.031431,-0.025971,0.004367,-0.012278,0.293893,0.341644,0.416191,0.459022,0.462339,0.484668,0.516098,0.542069,0.546436,0.558714,-0.421507,-0.070378,0.110908,-0.063461,0.00527,-0.033298,0.046386,-0.038414,0.006738,-0.017813,0.421507,0.491885,0.602793,0.666254,0.671524,0.704823,0.751209,0.789623,0.796361,0.814174,-0.435086,-0.296847,-0.071413,-0.09659,-0.058399,-0.0773,-0.031562,-0.033755,-0.022954,-0.055093,0.309864,0.80895,0.899416,0.436968,0.796085,0.892236,0.45154,-0.013516,0.020005,0.045012,0.029273,0.050298,0.002584,-0.057149,-0.015508,0.003087,0.039611,0.013516,0.033521,0.078533,0.107806,0.158104,0.160689,0.217838,0.233346,0.236433,0.276044,1.840886,0.171782,0.047943,0.057827,0.04951,0.058714,0.057619,0.059014,0.05336,0.054998,0.049831,1.840886,2.012668,2.060612,2.118439,2.167948,2.226662,2.284281,2.343294,2.396655,2.451653,2.501484,1.000006,0.082492,0.03359,0.035004,0.036755,0.035207,0.028832,0.032508,0.033737,0.030954,0.040518,1.000006,1.082499,1.116089,1.151093,1.187848,1.223055,1.251887,1.284395,1.318132,1.349086,1.389603,1.893276,1.602333,1.701444,1.806155,-1.78513,-1.522666,1.365368,1.699013,1.435841,0.616009,2.800885,0.855502,3.678406,3.41133,2.355982,2.984557,0.994493,0.745386,0.993171,0.037422,-0.046846,4.399021,2.097384,2.35938,0.605352,6.299286,1.693836,0.631140125,0.374152,0.309608,Young
-0.401536,-0.067091,0.01622,0.005146,-0.026319,0.025233,0.071136,-0.111177,0.026132,0.043363,0.401536,0.468627,0.484847,0.489993,0.516312,0.541545,0.612681,0.723858,0.74999,0.793353,-0.275846,-0.045163,0.014051,0.008355,-0.023241,0.007772,0.057306,-0.061441,0.013651,0.032808,0.275846,0.321009,0.33506,0.343415,0.366656,0.374428,0.431734,0.493175,0.506826,0.539634,-0.387933,-0.066027,0.01997,0.010996,-0.03488,0.01236,0.085045,-0.090539,0.020116,0.047705,0.387933,0.453959,0.47393,0.484926,0.519806,0.532166,0.61721,0.707749,0.727865,0.77557,-0.401856,-0.270979,-0.161603,-0.097585,-0.100932,-0.054398,0.064729,-0.05725,-0.026713,0.029738,0.269981,0.833533,0.91298,0.406553,0.777995,0.88204,0.500495,0.139542,-0.050111,-0.038812,-0.063104,-0.016511,-0.031592,0.008533,0.013207,0.011416,-0.018953,0.139542,0.189653,0.228466,0.29157,0.308081,0.339673,0.348206,0.361413,0.372829,0.391783,1.43717,0.194674,0.079147,0.062157,0.070114,0.051495,0.062028,0.053574,0.047634,0.069899,0.07326,1.43717,1.631844,1.71099,1.773148,1.843262,1.894757,1.956785,2.010359,2.057993,2.127892,2.201152,1.000005,0.099093,0.039737,0.043862,0.033156,0.034213,0.031176,0.031922,0.038159,0.028158,0.026142,1.000005,1.099098,1.138835,1.182697,1.215853,1.250066,1.281242,1.313164,1.351322,1.379481,1.405623,2.054445,1.436188,2.372385,1.844584,-1.962522,-1.561949,1.671282,1.813461,1.513636,0.672211,2.849315,0.898591,4.016967,3.163527,3.212426,3.08819,1.011428,0.735861,1.05673,0.030123,-0.01267,6.263559,2.50271,2.239865,1.094314,9.236492,1.673918,0.659556963,0.413118,0.365367,Young
-0.471553,0.006204,-0.004863,-0.003599,-0.015451,0.023248,-0.028513,0.004087,0.057543,-0.089513,0.471553,0.477757,0.48262,0.486219,0.50167,0.524919,0.553431,0.557518,0.615062,0.704575,-0.314414,-0.004962,-0.01268,0.014025,-0.014627,0.025873,-0.030591,0.010983,0.036016,-0.056645,0.314414,0.319376,0.332056,0.346081,0.360708,0.386581,0.417172,0.428155,0.46417,0.520815,-0.452466,-0.006588,-0.019408,0.02062,-0.021708,0.038723,-0.046166,0.016111,0.053609,-0.084379,0.452466,0.459054,0.478462,0.499082,0.52079,0.559513,0.605679,0.62179,0.675399,0.759778,-0.471553,-0.278545,-0.187185,-0.133765,-0.119399,-0.067946,-0.078873,-0.073696,0.02369,-0.064742,0.309864,0.776263,0.881058,0.473294,0.774243,0.879911,0.474453,-0.021898,-0.048878,-0.024352,-0.016817,0.01187,0.017516,0.011887,-0.022663,-0.039031,-0.03211,0.021898,0.070776,0.095128,0.111945,0.123815,0.141332,0.153218,0.175881,0.214912,0.247022,1.957912,0.193889,0.05929,0.049428,0.048486,0.054447,0.050399,0.04711,0.045903,0.054672,0.052357,1.957912,2.151801,2.211091,2.260519,2.309005,2.363452,2.413851,2.460961,2.506864,2.561537,2.613893,1.000007,0.083662,0.027554,0.029357,0.035762,0.028118,0.033846,0.032788,0.026687,0.032553,0.031567,1.000007,1.083668,1.111222,1.140579,1.176341,1.204459,1.238305,1.271093,1.29778,1.330333,1.3619,1.858356,1.60026,1.506287,1.486943,-1.789178,-1.568699,1.328069,1.604747,1.476891,0.693953,2.768908,0.868853,3.647535,3.217923,2.212067,2.631687,0.994516,0.782854,1.008488,0.043359,0.040571,4.100938,2.025077,2.434027,0.288391,4.99058,1.715184,0.618591805,0.317005,0.245964,Young
-0.434296,-0.054194,0.013527,-0.020738,0.054093,-0.002711,-0.057157,0.048655,-0.039171,0.032715,0.434296,0.48849,0.502017,0.522755,0.576848,0.579559,0.636716,0.685372,0.724543,0.757258,-0.289824,-0.023358,0.004551,-0.009969,0.029569,-0.008828,-0.028709,0.031844,-0.030893,0.025004,0.289824,0.313182,0.317733,0.327702,0.357271,0.366099,0.394808,0.426652,0.457544,0.482548,-0.415853,-0.034905,0.006686,-0.014886,0.043547,-0.012822,-0.042593,0.047381,-0.045384,0.037651,0.415853,0.450758,0.457444,0.472329,0.515877,0.528699,0.571292,0.618673,0.664058,0.701709,-0.435587,-0.30417,-0.202629,-0.174745,-0.070109,-0.019723,-0.072123,-0.012091,-0.050166,-0.011616,0.291456,0.809079,0.899488,0.436446,0.81224,0.901244,0.432191,0.103034,0.005031,0.035686,0.013846,0.018339,-0.005995,0.002761,-0.030334,0.038264,0.009443,0.103034,0.108065,0.143751,0.157597,0.175937,0.181932,0.184693,0.215028,0.253292,0.262735,1.810097,0.167678,0.050892,0.046772,0.047343,0.056414,0.052844,0.055854,0.053545,0.046105,0.051574,1.810097,1.977776,2.028668,2.07544,2.122782,2.179196,2.232041,2.287895,2.34144,2.387545,2.439119,1.000005,0.069143,0.030224,0.030139,0.033002,0.032476,0.039001,0.034099,0.027561,0.034186,0.030468,1.000005,1.069148,1.099372,1.129511,1.162513,1.194989,1.23399,1.268089,1.29565,1.329836,1.360304,1.725202,1.368438,1.676055,1.571968,-1.738927,-1.46861,1.572948,1.74752,1.38488,0.615053,2.731959,0.866458,3.464128,2.917702,2.511483,2.79778,0.996343,0.711846,0.990185,-0.008445,0.012094,4.399915,2.097597,2.145592,0.209383,8.014153,1.6928,0.631245623,0.316862,0.261014,Young
