[],PearsAutoct1,PearsAutoct2,PearsAutoct3,PearsAutoct4,PearsAutoct5,PearsAutoct6,PearsAutoct7,PearsAutoct8,PearsAutoct9,PearsAutoct10,PearsCAutot1,PearsCAutot2,PearsCAutot3,PearsCAutot4,PearsCAutot5,PearsCAutot6,PearsCAutot7,PearsCAutot8,PearsCAutot9,PearsCAutot10,KendaAutoct1,KendaAutoct2,KendaAutoct3,KendaAutoct4,KendaAutoct5,KendaAutoct6,KendaAutoct7,KendaAutoct8,KendaAutoct9,KendaAutoct10,KendaCAutot1,KendaCAutot2,KendaCAutot3,KendaCAutot4,KendaCAutot5,KendaCAutot6,KendaCAutot7,KendaCAutot8,KendaCAutot9,KendaCAutot10,SpearAutoct1,SpearAutoct2,SpearAutoct3,SpearAutoct4,SpearAutoct5,SpearAutoct6,SpearAutoct7,SpearAutoct8,SpearAutoct9,SpearAutoct10,SpearCAutot1,SpearCAutot2,SpearCAutot3,SpearCAutot4,SpearCAutot5,SpearCAutot6,SpearCAutot7,SpearCAutot8,SpearCAutot9,SpearCAutot10,PartialAutt1,PartialAutt2,PartialAutt3,PartialAutt4,PartialAutt5,PartialAutt6,PartialAutt7,PartialAutt8,PartialAutt9,PartialAutt10,MedianFreql5u480,AR_____FitNMSEm1h1,AR_____FitNRMSEm1h1,AR_____FitCCm1h1,AR_PredictNMSEf50m1h1,AR_PredictNRMSEf50m1h1,AR_PredictCCf50m1h1,Bicorrelatt1,Bicorrelatt2,Bicorrelatt3,Bicorrelatt4,Bicorrelatt5,Bicorrelatt6,Bicorrelatt7,Bicorrelatt8,Bicorrelatt9,Bicorrelatt10,BicorrelaCt1,BicorrelaCt2,BicorrelaCt3,BicorrelaCt4,BicorrelaCt5,BicorrelaCt6,BicorrelaCt7,BicorrelaCt8,BicorrelaCt9,BicorrelaCt10,MutInfEqDib0t0,MutInfEqDib0t1,MutInfEqDib0t2,MutInfEqDib0t3,MutInfEqDib0t4,MutInfEqDib0t5,MutInfEqDib0t6,MutInfEqDib0t7,MutInfEqDib0t8,MutInfEqDib0t9,MutInfEqDib0t10,MutInCEqDib0t0,MutInCEqDib0t1,MutInCEqDib0t2,MutInCEqDib0t3,MutInCEqDib0t4,MutInCEqDib0t5,MutInCEqDib0t6,MutInCEqDib0t7,MutInCEqDib0t8,MutInCEqDib0t9,MutInCEqDib0t10,MutInfEqPrb0t0,MutInfEqPrb0t1,MutInfEqPrb0t2,MutInfEqPrb0t3,MutInfEqPrb0t4,MutInfEqPrb0t5,MutInfEqPrb0t6,MutInfEqPrb0t7,MutInfEqPrb0t8,MutInfEqPrb0t9,MutInfEqPrb0t10,MutInCEqPrb0t0,MutInCEqPrb0t1,MutInCEqPrb0t2,MutInCEqPrb0t3,MutInCEqPrb0t4,MutInCEqPrb0t5,MutInCEqPrb0t6,MutInCEqPrb0t7,MutInCEqPrb0t8,MutInCEqPrb0t9,MutInCEqPrb0t10,LocalMaximMEANa1w1,LocalMaximMEDIANa1w1,LocalMaximSDa1w1,LocalMaximIQRa1w1,LocalMinimMEANa1w1,LocalMinimMEDIANa1w1,LocalMinimSDa1w1,LocalMinimIQRa1w1,MinMaxTimeMEANa1w1,MinMaxTimeMEDIANa1w1,MinMaxTimeSDa1w1,MinMaxTimeIQRa1w1,MaxMaxTimeMEANa1w1,MaxMaxTimeMEDIANa1w1,MaxMaxTimeSDa1w1,MaxMaxTimeIQRa1w1,DiffMinMaxMEANa1w1,DiffMinMaxMEDIANa1w1,DiffMinMaxSDa1w1,DiffMinMaxIQRa1w1,CorrelaDimt1m1g0s4o100,AlgComEqDib0,AlgComEqPrb0,MeanTimSer,MedianTimS,VarianceTS,StdDeviaTS,IntQuarRangTS,SkewnessTS,KurtosisTS,HjorthMobi,HjorthComp,HurstExpon,DetFluctAna,clase
Group1_Serie3C1,-0.492659215,0.047273181,-0.028477672,0.012685058,0.01242549,-0.01609834,0.004635942,-0.003710633,-0.018223999,0.044757428,0.492659215,0.539932396,0.568410068,0.581095126,0.593520615,0.609618955,0.614254897,0.61796553,0.636189529,0.680946957,-0.32698731,0.023116767,-0.023497502,0.030873073,-0.004844049,-0.017891394,0.003199652,-0.003721847,0.011777048,0.011760998,0.32698731,0.350104077,0.373601578,0.404474651,0.4093187,0.427210094,0.430409746,0.434131593,0.445908641,0.457669639,-0.467321636,0.035141592,-0.035934096,0.045540727,-0.006695025,-0.026399831,0.00484002,-0.006132521,0.015862325,0.018219537,0.467321636,0.502463227,0.538397323,0.583938051,0.590633075,0.617032907,0.621872926,0.628005448,0.643867772,0.662087309,-0.492691721,-0.260654315,-0.180503835,-0.116190646,-0.053288411,-0.038721178,-0.027178352,-0.020236432,-0.049397323,0.016085619,0.294524311,0.755045237,0.868933391,0.494647223,0.771899305,0.878578002,0.477799066,0.019339101,0.024322848,0.05252785,-0.006612424,-0.00951811,0.003151195,-0.006212285,-0.013977608,0.000792474,0.041756505,0.019339101,0.043661949,0.096189799,0.102802224,0.112320334,0.115471529,0.121683814,0.135661422,0.136453896,0.178210401,1.978359166,0.21305101,0.069650525,0.063188575,0.070183916,0.062274059,0.06501986,0.05421148,0.060885299,0.064764422,0.057861077,1.978359166,2.191410176,2.261060701,2.324249276,2.394433192,2.456707251,2.521727111,2.575938591,2.63682389,2.701588312,2.759449389,1.000006271,0.083972869,0.039472632,0.037172296,0.036302013,0.036446566,0.039095585,0.034304669,0.02880536,0.036904826,0.035680573,1.000006271,1.083979141,1.123451773,1.160624069,1.196926082,1.233372648,1.272468233,1.306772902,1.335578262,1.372483088,1.408163662,2.328865863,1.9324616,1.890126922,1.9826695,-2.332012021,-2.012544,1.852648521,2.262053,1.443786982,1,0.701703079,1,2.761341223,2,0.936862867,1,4.660877884,4.1166608,2.92935678,3.64955132,0.997206553,0.768827935,0.998383196,0.032201989,0.14274515,6.811996754,2.609980221,2.992639,0.085450125,4.913805601,1.727674068,0.613726231,0.3218242,0.195843328,Old
Group1_Serie4C1,-0.451672591,0.02315191,-0.042186734,0.074712478,-0.070576136,0.022744827,-0.016955414,-0.010562538,0.01935447,0.009052711,0.451672591,0.474824501,0.517011235,0.591723713,0.662299848,0.685044676,0.702000089,0.712562627,0.731917096,0.740969807,-0.310921431,0.013869515,-0.028368406,0.039334522,-0.035729254,0.000364921,0.001964221,-0.001406029,-0.000113186,0.005599731,0.310921431,0.324790946,0.353159352,0.392493874,0.428223128,0.428588049,0.430552269,0.431958298,0.432071485,0.437671216,-0.445085578,0.020875684,-0.042644915,0.059340333,-0.054269531,0.000910163,0.00235062,-0.002765499,-0.000957245,0.009051939,0.445085578,0.465961262,0.508606177,0.56794651,0.622216041,0.623126204,0.625476824,0.628242323,0.629199567,0.638251506,-0.45170026,-0.231787172,-0.176563144,-0.033390038,-0.066698818,-0.040837337,-0.043883799,-0.059317935,-0.021004455,0.004094121,0.325203927,0.793525284,0.890800361,0.453569645,0.792310536,0.890118271,0.453922698,0.009270522,0.019991459,0.003723267,-0.03179829,-0.021212029,-0.008553562,0.036167568,0.028718223,0.021278829,-0.012040232,0.009270522,0.029261982,0.032985249,0.064783538,0.085995568,0.094549129,0.130716697,0.15943492,0.180713749,0.192753981,2.002921205,0.206539476,0.072279749,0.076198087,0.091492915,0.079294429,0.070724585,0.0816946,0.08123386,0.079858806,0.084450049,2.002921205,2.209460681,2.28174043,2.357938517,2.449431432,2.528725861,2.599450446,2.681145046,2.762378906,2.842237712,2.926687761,1.000005128,0.087174528,0.031123414,0.035782551,0.045570719,0.031452979,0.037514284,0.03484386,0.044656611,0.048335503,0.042058219,1.000005128,1.087179656,1.11830307,1.154085621,1.19965634,1.231109319,1.268623603,1.303467464,1.348124075,1.396459578,1.438517797,2.124267433,1.8488867,1.68159181,2.010499975,-2.151462722,-1.8531085,1.632075087,1.975202875,1.413489736,1,0.647842454,1,2.744868035,3,0.905544229,1,4.275730154,3.77155058,2.584596566,3.680505305,1.00483243,0.84445016,1.015547905,-0.011111091,-0.048909307,5.690344768,2.385444354,2.92059715,0.034789757,3.969222569,1.703875464,0.651036934,0.366809466,0.286557002,Old
Group1_Serie5C1,-0.467548655,0.030573475,-0.009361082,-0.046118199,0.027304478,-0.01814814,0.002996993,0.017746447,-0.027856068,0.043665566,0.467548655,0.49812213,0.507483212,0.553601412,0.58090589,0.59905403,0.602051023,0.61979747,0.647653538,0.691319104,-0.319359155,0.016121322,-0.00760389,-0.016797699,0.018396372,-0.010068782,0.002986599,0.014905861,-0.034704626,0.053092409,0.319359155,0.335480477,0.343084367,0.359882066,0.378278438,0.38834722,0.391333819,0.40623968,0.440944307,0.494036716,-0.452494557,0.024490337,-0.010867178,-0.025166652,0.026754214,-0.015138741,0.003480847,0.02163482,-0.051690625,0.078158052,0.452494557,0.476984893,0.487852071,0.513018723,0.539772937,0.554911678,0.558392525,0.580027345,0.63171797,0.709876022,-0.467568323,-0.238981008,-0.140467154,-0.149777391,-0.096994483,-0.084197297,-0.070482235,-0.033513659,-0.052097192,0.00681665,0.309864119,0.779158855,0.882699754,0.470649313,0.77386067,0.879693509,0.47580091,-0.027961559,0.003897479,-0.041167562,0.018885373,-0.005924466,-0.048295317,-0.033516849,0.011387108,0.006420339,-0.007121741,0.027961559,0.031859038,0.0730266,0.091911973,0.097836438,0.146131755,0.179648604,0.191035713,0.197456052,0.204577793,1.895019946,0.22641355,0.07320113,0.069022898,0.074731256,0.061846817,0.075474521,0.062323982,0.072879838,0.068421098,0.063275934,1.895019946,2.121433497,2.194634627,2.263657525,2.33838878,2.400235597,2.475710118,2.538034099,2.610913937,2.679335035,2.742610969,1.00000776,0.093611125,0.03574934,0.034366718,0.029767513,0.02968994,0.035080278,0.032173326,0.033808717,0.037742515,0.03581204,1.00000776,1.093618885,1.129368225,1.163734943,1.193502456,1.223192396,1.258272674,1.290445999,1.324254716,1.361997231,1.397809271,1.897401677,1.58109225,1.534244566,1.57874125,-1.856288476,-1.50113495,1.670684858,1.92502971,1.468292683,1,0.723492962,1,2.758536585,3,0.872137472,1,3.753690153,3.33559893,2.478627183,2.84581475,0.99459787,0.783300192,1.005464281,0.059177749,0.146404515,4.719714609,2.172490416,2.3393746,-0.043151694,5.436493206,1.712619095,0.637447089,0.383051045,0.290779623,Old
Group1_Serie6C1,-0.520328232,0.015784173,0.030511278,-0.023160403,0.005147099,-0.011796961,0.011774781,-0.014345968,0.023734611,-0.016240689,0.520328232,0.536112406,0.566623684,0.589784087,0.594931186,0.606728147,0.618502928,0.632848896,0.656583508,0.672824197,-0.327809572,0.009137504,-0.006581849,0.007992641,-0.008042936,0.026872459,-0.009318356,-0.001671015,-0.011636951,0.004218924,0.327809572,0.336947076,0.343528925,0.351521566,0.359564502,0.386436962,0.395755317,0.397426333,0.409063283,0.413282207,-0.467455452,0.012908126,-0.00913981,0.011460375,-0.012160177,0.038488677,-0.013796462,-0.002519742,-0.017070632,0.005497921,0.467455452,0.480363578,0.489503388,0.500963763,0.51312394,0.551612617,0.565409078,0.567928821,0.584999452,0.590497373,-0.520385649,-0.350168268,-0.221214227,-0.174357685,-0.136956193,-0.130262529,-0.103380297,-0.106209091,-0.065259597,-0.061591621,0.34974762,0.727861456,0.853147969,0.521319826,0.724125191,0.850955458,0.527553912,0.642908718,0.055771735,0.000440087,0.009915337,-0.001651217,0.01974718,0.011857377,-0.001433295,-0.002494231,0.017516098,0.642908718,0.698680453,0.69912054,0.709035877,0.710687094,0.730434274,0.742291651,0.743724946,0.746219177,0.763735276,0.1565868,0.028764537,0.003227014,0.000496164,0.000781524,0.001314096,0.0024852,0.001654079,0.001703093,0.001069417,0.00048304,0.1565868,0.185351337,0.188578351,0.189074515,0.189856039,0.191170135,0.193655335,0.195309414,0.197012507,0.198081924,0.198564964,1.000004186,0.084684768,0.035112105,0.032716981,0.029446294,0.035331658,0.033391675,0.031821806,0.03366115,0.040242756,0.034843392,1.000004186,1.084688954,1.119801059,1.152518041,1.181964335,1.217295993,1.250687668,1.282509474,1.316170624,1.35641338,1.391256772,1.67134789,1.2582285,3.554312852,1.39322423,-1.611852062,-1.2763823,3.411650067,1.43994538,1.40881459,1,0.625472577,1,2.703196347,2,0.849249389,1,3.283199952,2.717957115,5.10223067,2.21316648,0.980671719,0.135661375,0.983901974,0.017467197,-0.012838928,11.14694205,3.338703648,1.95130415,0.600282077,433.8004353,1.743696452,0.558454185,0.434366707,0.088698808,Old
Group1_Serie7C1,-0.453182025,-0.046295497,0.056273172,0.003547576,-0.061575962,0.044667455,-0.001510377,-0.060528991,0.061779781,0.020414386,0.453182025,0.499477522,0.555750694,0.55929827,0.620874233,0.665541688,0.667052065,0.727581056,0.789360837,0.809775223,-0.305885256,-0.027859086,0.034799651,-0.005228387,-0.030984364,0.042609157,-0.0208459,-0.036776172,0.036327039,0.016252677,0.305885256,0.333744342,0.368543993,0.37377238,0.404756744,0.4473659,0.4682118,0.504987972,0.541315011,0.557567688,-0.438076916,-0.042125133,0.052516137,-0.007066168,-0.04607615,0.062608179,-0.030252085,-0.05512337,0.055400893,0.024064537,0.438076916,0.480202049,0.532718186,0.539784354,0.585860505,0.648468684,0.678720769,0.733844139,0.789245032,0.81330957,-0.453229064,-0.31877036,-0.160454067,-0.072502194,-0.114876426,-0.058687368,-0.032834912,-0.093731228,-0.026938994,0.029219257,0.303728196,0.791760637,0.889809326,0.456573454,0.794160904,0.891157059,0.45362072,0.031025629,0.049738203,0.029902853,0.004823088,0.026131825,-0.021902247,0.005612832,-0.01494954,-0.004626771,-0.018706937,0.031025629,0.080763832,0.110666685,0.115489773,0.141621598,0.163523845,0.169136677,0.184086217,0.188712988,0.207419925,1.946912432,0.199569771,0.063544786,0.057215548,0.055793596,0.063484966,0.057526821,0.062831062,0.05415802,0.054519344,0.053613892,1.946912432,2.146482203,2.21002699,2.267242538,2.323036133,2.386521099,2.44404792,2.506878982,2.561037002,2.615556346,2.669170238,1.000004263,0.087752276,0.040051739,0.035113053,0.034081304,0.035858382,0.040107066,0.03295782,0.03923654,0.032781623,0.032092581,1.000004263,1.087756539,1.127808278,1.162921331,1.197002635,1.232861018,1.272968084,1.305925904,1.345162443,1.377944066,1.410036647,1.810824469,1.5288768,1.548865182,1.497003038,-1.736242789,-1.5249679,1.396016546,1.7123075,1.436363636,1,0.64285113,1,2.7578125,3,0.827838991,1,3.547067258,3.1985385,2.32238033,2.89389016,1.001198656,0.798886541,1.007081216,0.04795777,0.094179283,4.139548546,2.034588053,2.26208435,0.351394702,5.468903441,1.704352711,0.611276357,0.296280976,0.195257408,Old
Group1_Serie8C1,-0.527116996,0.068886144,-0.019676826,-0.007212365,-0.030787226,0.060141517,-0.043020436,-0.002668785,0.034688723,-0.022988598,0.527116996,0.59600314,0.615679966,0.62289233,0.653679557,0.713821073,0.75684151,0.759510295,0.794199018,0.817187616,-0.355003033,0.054723462,-0.029739571,-0.004581259,-0.014928699,0.040295741,-0.030189363,0.011302628,0.019980615,-0.003700259,0.355003033,0.409726495,0.439466065,0.444047324,0.458976023,0.499271764,0.529461127,0.540763756,0.56074437,0.564444629,-0.502385029,0.081142933,-0.042996096,-0.007047735,-0.022219766,0.059697912,-0.044471855,0.016475846,0.029279701,-0.00621414,0.502385029,0.583527962,0.626524058,0.633571793,0.655791559,0.715489471,0.759961326,0.776437172,0.805716873,0.811931013,-0.527179266,-0.288758954,-0.189371006,-0.146391244,-0.164053501,-0.070315363,-0.06956532,-0.086922084,-0.025666028,-0.019469226,0.340543735,0.712854973,0.844307392,0.535622025,0.738848386,0.859562904,0.512365557,0.043687723,0.008072466,-0.04780766,0.011674024,-0.012197866,-0.030698343,-0.023113054,0.019549791,-0.023559586,-0.023403244,0.043687723,0.051760188,0.099567849,0.111241873,0.123439739,0.154138081,0.177251135,0.196800926,0.220360512,0.243763756,1.469900607,0.209386993,0.035847906,0.04987261,0.046669552,0.045641747,0.041239503,0.03647798,0.040082787,0.047819592,0.030162795,1.469900607,1.6792876,1.715135506,1.765008116,1.811677668,1.857319415,1.898558917,1.935036898,1.975119684,2.022939276,2.053102072,1.000002168,0.10703581,0.034865243,0.036938023,0.036391274,0.038340928,0.036767099,0.038971677,0.04122259,0.036068379,0.038716156,1.000002168,1.107037978,1.141903222,1.178841245,1.215232519,1.253573447,1.290340546,1.329312223,1.370534813,1.406603192,1.445319347,1.934218855,1.5578612,1.782583464,1.65033894,-1.880699223,-1.53456395,1.696074796,1.691333775,1.38592233,1,0.661117445,1,2.652068127,2,0.834099108,1,3.814918078,3.26540835,2.61353251,2.79647532,0.988164436,0.654266374,0.99439041,0.034810804,0.007117301,5.367774463,2.3168458,2.5382988,0.373314881,10.05665808,1.747450656,0.579854449,0.291895258,0.129195333,Old
Group1_Serie9C1,-0.455165075,-0.03489494,0.02831102,-0.048347352,0.059819355,-0.006058972,-0.047551988,0.017782086,0.037702169,-0.046132063,0.455165075,0.490060015,0.518371035,0.566718386,0.626537741,0.632596713,0.6801487,0.697930787,0.735632956,0.781765019,-0.322436144,0.008041486,0.00927349,-0.021982362,0.019256007,0.013512686,-0.032474661,-0.002340718,0.036987647,-0.036252075,0.322436144,0.33047763,0.33975112,0.361733482,0.380989489,0.394502176,0.426976836,0.429317554,0.466305201,0.502557276,-0.459251362,0.011576861,0.013627778,-0.032706102,0.028189705,0.019340609,-0.048440638,-0.003254156,0.055554329,-0.053340108,0.459251362,0.470828223,0.484456001,0.517162102,0.545351808,0.564692417,0.613133055,0.616387212,0.671941541,0.725281648,-0.455203473,-0.307496408,-0.181337052,-0.179553126,-0.076945962,-0.031104517,-0.073857252,-0.068326624,0.001898611,-0.036677553,0.343611696,0.787496687,0.887410101,0.460558309,0.776841805,0.881386297,0.472519941,0.055570915,-0.016000366,-0.02542714,-0.014653841,-0.008317026,-0.004447647,-0.009390959,0.042414094,0.023295656,0.003093757,0.055570915,0.071571281,0.096998421,0.111652261,0.119969288,0.124416935,0.133807894,0.176221988,0.199517644,0.202611401,1.572250536,0.197126035,0.043433548,0.044457922,0.043355772,0.049795291,0.044679008,0.046145518,0.044314204,0.039379207,0.036778479,1.572250536,1.769376571,1.812810119,1.857268041,1.900623813,1.950419104,1.995098112,2.041243631,2.085557835,2.124937042,2.161715521,1.000004227,0.09442384,0.036214517,0.034050985,0.029917236,0.037093676,0.031568547,0.03231009,0.039603481,0.037571157,0.031397567,1.000004227,1.094428067,1.130642584,1.164693569,1.194610804,1.23170448,1.263273027,1.295583117,1.335186598,1.372757755,1.404155322,1.761456367,1.36124105,1.81463865,1.61375241,-1.670036978,-1.3590558,1.54651246,1.55506978,1.424074074,1,0.67541925,1,2.725925926,3,0.892596884,1,3.431493345,2.975826605,2.444120741,2.561058045,0.997111124,0.646010906,0.989968064,0.021527776,-0.034226716,4.526793752,2.127626319,2.094710675,0.687272369,11.65621131,1.705881036,0.614966777,0.360420043,0.257812571,Old
Group2_Serie1C1,-0.449534168,0.030285262,-0.07786618,0.052224639,-0.041725117,0.036292439,-0.095800947,0.096414852,-0.000361065,-0.030453488,0.449534168,0.47981943,0.55768561,0.609910249,0.651635366,0.687927805,0.783728752,0.880143604,0.880504669,0.910958157,-0.300620735,0.020122189,-0.037004457,0.032686271,-0.035992285,0.014544141,-0.044422501,0.044942597,0.011589629,-0.039950112,0.300620735,0.320742924,0.357747381,0.390433653,0.426425937,0.440970079,0.48539258,0.530335176,0.541924805,0.581874917,-0.43104969,0.030730227,-0.055307133,0.047634621,-0.053263381,0.020898463,-0.066190242,0.066570645,0.018655571,-0.060322135,0.43104969,0.461779917,0.517087051,0.564721672,0.617985053,0.638883516,0.705073758,0.771644403,0.790299974,0.850622109,-0.451959439,-0.221082218,-0.2179759,-0.105106891,-0.103550229,-0.043088441,-0.150389988,-0.040507289,0.011147977,-0.02399906,0.300660234,0.792338087,0.890133747,0.455396096,0.775977407,0.880895798,0.474012943,-0.002068198,0.044897501,-0.016054226,-0.031752318,-0.026009969,-0.04445613,0.005483817,-0.038754315,-0.026306445,-0.006758423,0.002068198,0.046965699,0.063019925,0.094772243,0.120782212,0.165238342,0.170722158,0.209476473,0.235782918,0.242541341,1.792956101,0.18993923,0.061963342,0.081774181,0.05948586,0.061316611,0.054195245,0.065033934,0.066064138,0.060471565,0.073553087,1.792956101,1.982895331,2.044858673,2.126632855,2.186118715,2.247435327,2.301630572,2.366664505,2.432728643,2.493200208,2.566753295,1.000013225,0.078185383,0.029568054,0.048429328,0.036447959,0.037865403,0.040785162,0.03309244,0.033986185,0.037984692,0.047983036,1.000013225,1.078198608,1.107766661,1.156195989,1.192643948,1.230509352,1.271294514,1.304386954,1.338373139,1.376357832,1.424340867,2.445775915,2.228656,2.035352454,2.4000362,-2.244558351,-1.8130391,1.903004641,2.16625138,1.393103448,1,0.636779872,1,2.705882353,2,0.874007373,1,4.690334267,4.22652697,2.941611197,3.68132357,0.992869574,0.802718373,1.030650751,0.057403128,-0.12041449,7.477285989,2.734462651,2.99623325,0.181037625,4.878280088,1.700769624,0.655341141,0.338899028,0.203486954,Young
Group2_Serie10C1,-0.435306322,-0.006767481,-0.075237345,0.004474609,0.06372613,0.000155412,0.005343921,-0.069631332,0.033369407,0.021691972,0.435306322,0.442073802,0.517311147,0.521785756,0.585511886,0.585667298,0.59101122,0.660642551,0.694011958,0.71570393,-0.294044741,-0.00544769,-0.03719164,-0.002051514,0.025889636,0.01598579,-0.01213444,-0.026207128,0.007245997,0.023265133,0.294044741,0.299492431,0.336684071,0.338735586,0.364625222,0.380611012,0.392745453,0.418952581,0.426198578,0.449463711,-0.419895989,-0.008150655,-0.056358805,-0.004354027,0.038641582,0.023262698,-0.016573145,-0.039119466,0.010539757,0.034337507,0.419895989,0.428046644,0.484405449,0.488759475,0.527401057,0.550663756,0.567236901,0.606356367,0.616896124,0.65123363,-0.435362868,-0.244157532,-0.242440232,-0.207051816,-0.08798082,-0.03534872,0.000338957,-0.06736277,-0.037415746,0.000517883,0.276116542,0.806921841,0.898288284,0.438623675,0.829297296,0.910657617,0.413777304,-0.010182636,-0.009772511,0.071080173,-0.036604043,0.009062654,0.031954757,-0.026917437,0.053139438,0.014806487,0.022664516,0.010182636,0.019955147,0.09103532,0.127639363,0.136702017,0.168656774,0.195574211,0.24871365,0.263520137,0.286184653,1.772951107,0.199811508,0.060825054,0.05670815,0.07207351,0.078272414,0.079763517,0.066061285,0.055165853,0.062288437,0.053177921,1.772951107,1.972762614,2.033587669,2.090295819,2.162369329,2.240641743,2.320405259,2.386466544,2.441632397,2.503920834,2.557098755,1.000008066,0.091193663,0.036632689,0.031125433,0.035162647,0.042377907,0.042946779,0.03158272,0.032668059,0.029339265,0.031459874,1.000008066,1.091201729,1.127834418,1.15895985,1.194122497,1.236500403,1.279447182,1.311029903,1.343697962,1.373037227,1.4044971,1.960008116,1.5638642,1.771793102,1.92930652,-1.943584971,-1.63308195,1.641377554,1.75318292,1.467821782,1,0.698423754,1,2.794554455,3,0.931856947,1,3.903593087,3.49025165,2.538649467,2.971983465,0.996229257,0.74319838,1.006987929,0.01177716,-0.004414488,5.158623162,2.271260258,2.43618015,0.203182208,6.610259444,1.694237432,0.654394941,0.357765689,0.259075916,Young
Group2_Serie11C1,-0.452555583,0.015825625,-0.062876465,0.000965655,0.042223012,-0.004916255,-0.017242366,-0.007297879,0.044018378,-0.052535095,0.452555583,0.468381208,0.531257672,0.532223327,0.574446339,0.579362593,0.59660496,0.603902839,0.647921217,0.700456313,-0.270378526,-0.035068686,-0.01356269,-0.010925605,0.029901535,-0.015062894,-0.005123548,-0.004166629,0.032589181,-0.020639623,0.270378526,0.305447212,0.319009902,0.329935507,0.359837042,0.374899936,0.380023484,0.384190113,0.416779294,0.437418917,-0.388835316,-0.05174802,-0.020519532,-0.015858861,0.043739603,-0.021577275,-0.007626325,-0.007337989,0.048180977,-0.030820421,0.388835316,0.440583337,0.461102868,0.476961729,0.520701332,0.542278608,0.549904932,0.557242922,0.605423898,0.636244319,-0.452567047,-0.239723082,-0.215386291,-0.182904085,-0.088140668,-0.052035007,-0.055005434,-0.05422305,0.016799292,-0.036643981,0.269980619,0.793128623,0.89057769,0.454356444,0.760912372,0.872302913,0.496231817,0.148814696,-0.001422247,0.023786022,-0.013727772,-0.082247535,-0.064440966,-0.030909187,-0.006540817,-0.002648589,0.026986864,0.148814696,0.150236943,0.174022965,0.187750736,0.269998271,0.334439237,0.365348424,0.371889241,0.374537829,0.401524693,1.712318646,0.169383524,0.060739402,0.053438481,0.044792699,0.05327985,0.05273206,0.057903276,0.046846446,0.047360303,0.051449683,1.712318646,1.88170217,1.942441572,1.995880053,2.040672751,2.093952602,2.146684662,2.204587938,2.251434384,2.298794687,2.35024437,1.000003575,0.076971878,0.033067451,0.040881264,0.039484015,0.032156722,0.036591571,0.034501551,0.035114459,0.035648557,0.029507703,1.000003575,1.076975452,1.110042903,1.150924167,1.190408182,1.222564904,1.259156475,1.293658026,1.328772485,1.364421042,1.393928745,2.265270391,1.7777621,2.059387771,2.0561667,-2.158594589,-1.8131509,1.772587762,1.9142503,1.504926108,1,0.712308277,1,2.837037037,3,0.927100831,1,4.42386498,4.01443165,2.948263278,3.1200988,0.994936425,0.729398539,1.006299837,0.032045149,-0.019005656,6.434289923,2.536590216,2.8080536,0.407493841,6.702590046,1.704314266,0.646352481,0.32253393,0.20952459,Young
Group2_Serie12C1,-0.45169141,-0.003362513,0.007267492,-0.04041256,0.054686784,-0.033773426,-0.027445174,0.041439854,0.003384363,-0.036153907,0.45169141,0.455053923,0.462321415,0.502733975,0.557420759,0.591194185,0.618639359,0.660079213,0.663463576,0.699617484,-0.305484723,-0.007696002,-0.001017991,-0.034327879,0.056359775,-0.02869504,-0.020730047,0.035722629,0.006162217,-0.03531897,0.305484723,0.313180726,0.314198716,0.348526596,0.404886371,0.433581411,0.454311458,0.490034086,0.496196304,0.531515274,-0.437417857,-0.011501689,-0.000922854,-0.050420399,0.084320344,-0.044217943,-0.030798026,0.053184205,0.008336609,-0.051990033,0.437417857,0.448919546,0.449842399,0.500262798,0.584583142,0.628801085,0.659599111,0.712783316,0.721119925,0.773109958,-0.453922425,-0.262009158,-0.152170743,-0.146033224,-0.049439922,-0.050583256,-0.085215158,-0.028975155,0.005894768,-0.040371963,0.294524311,0.791326561,0.889565378,0.456481122,0.788323162,0.887875646,0.458789365,0.003590813,-0.018152556,-0.000158613,0.017490957,-0.005252595,0.025467035,0.000180048,0.017096373,-0.065424273,-0.035008962,0.003590813,0.021743369,0.021901981,0.039392938,0.044645533,0.070112568,0.070292616,0.087388988,0.152813261,0.187822223,1.769683072,0.200168887,0.041548192,0.04531338,0.060049177,0.051532439,0.040992266,0.04801554,0.044916833,0.036464336,0.049037647,1.769683072,1.969851958,2.011400151,2.05671353,2.116762708,2.168295146,2.209287413,2.257302953,2.302219786,2.338684122,2.387721769,1.000008534,0.09183046,0.03067596,0.030564907,0.040148627,0.02999023,0.034920296,0.030979928,0.028969702,0.028553562,0.038532315,1.000008534,1.091838994,1.122514954,1.15307986,1.193228488,1.223218718,1.258139014,1.289118942,1.318088644,1.346642206,1.385174521,2.322730046,1.9766372,1.903692146,1.960996,-2.24780368,-2.0520232,1.662488668,1.891732625,1.469656992,1,0.705985475,1,2.748677249,3,0.860455031,1,4.570533726,4.2728295,2.609368431,3.04129935,1.001567451,0.765042091,1.015006339,0.042669009,0.016216168,6.627700783,2.574432128,3.143244575,0.354093437,5.176675412,1.702288846,0.632267793,0.330773015,0.229687821,Young
