@relation MORPHO_Dataset-weka.filters.unsupervised.attribute.Remove-R1

@attribute 'Bif_ampl_local Mean' numeric
@attribute 'Bif_ampl_local SD' numeric
@attribute 'Bif_ampl_remote Mean' numeric
@attribute 'Bif_ampl_remote SD' numeric
@attribute 'Bif_tilt_local Mean' numeric
@attribute 'Bif_tilt_local SD' numeric
@attribute 'Bif_tilt_remote Mean' numeric
@attribute 'Bif_tilt_remote SD' numeric
@attribute 'Bif_torque_local Mean' numeric
@attribute 'Bif_torque_local SD' numeric
@attribute 'Bif_torque_remote Mean' numeric
@attribute 'Bif_torque_remote SD' numeric
@attribute 'Branch_Order Mean' numeric
@attribute 'Branch_Order Max' numeric
@attribute 'Branch_Order SD' numeric
@attribute 'Branch_pathlength Mean' numeric
@attribute 'Branch_pathlength Max' numeric
@attribute 'Branch_pathlength SD' numeric
@attribute 'Contraction Mean' numeric
@attribute 'Contraction SD' numeric
@attribute 'Daughter_Ratio Mean' numeric
@attribute 'Daughter_Ratio SD' numeric
@attribute 'Depth Mean' numeric
@attribute 'Diam_threshold Mean' numeric
@attribute 'Diam_threshold SD' numeric
@attribute 'Diameter Mean' numeric
@attribute 'Diameter SD' numeric
@attribute 'Diameter_pow Mean' numeric
@attribute 'Diameter_pow SD' numeric
@attribute 'EucDistance Mean' numeric
@attribute 'EucDistance Max' numeric
@attribute 'EucDistance SD' numeric
@attribute 'Fractal_Dim Mean' numeric
@attribute 'Fractal_Dim SD' numeric
@attribute 'Fragmentation Mean' numeric
@attribute 'Fragmentation SD' numeric
@attribute 'Height Mean' numeric
@attribute 'Helix Mean' numeric
@attribute 'Helix SD' numeric
@attribute 'HillmanThreshold Mean' numeric
@attribute 'HillmanThreshold SD' numeric
@attribute 'Last_parent_diam Mean' numeric
@attribute 'Last_parent_diam SD' numeric
@attribute 'Length Total' numeric
@attribute 'N_bifs Total' numeric
@attribute 'N_branch Total' numeric
@attribute 'N_stems Total' numeric
@attribute 'N_tips Total' numeric
@attribute 'Parent_Daughter_Ratio Mean' numeric
@attribute 'Parent_Daughter_Ratio SD' numeric
@attribute 'Partition_asymmetry Mean' numeric
@attribute 'Partition_asymmetry SD' numeric
@attribute 'PathDistance Mean' numeric
@attribute 'PathDistance Max' numeric
@attribute 'PathDistance SD' numeric
@attribute 'Pk Mean' numeric
@attribute 'Pk SD' numeric
@attribute 'Pk_2 Mean' numeric
@attribute 'Pk_2 SD' numeric
@attribute 'Pk_classic Mean' numeric
@attribute 'Pk_classic SD' numeric
@attribute 'Rall_Power Mean' numeric
@attribute 'Rall_Power SD' numeric
@attribute 'SectionArea Mean' numeric
@attribute 'SectionArea SD' numeric
@attribute 'Soma_Surface Total' numeric
@attribute 'Surface Total' numeric
@attribute 'Surface Mean' numeric
@attribute 'Surface SD' numeric
@attribute 'Taper_1 Mean' numeric
@attribute 'Taper_1 SD' numeric
@attribute 'Taper_2 Mean' numeric
@attribute 'Taper_2 SD' numeric
@attribute 'Terminal_degree Mean' numeric
@attribute 'Terminal_degree Max' numeric
@attribute 'Terminal_degree SD' numeric
@attribute 'TerminalSegment Total' numeric
@attribute 'Volume Total' numeric
@attribute 'Volume Mean' numeric
@attribute 'Volume SD' numeric
@attribute 'Width Mean' numeric
@attribute Clase {Old,Young}

@data
40.8642,20.1218,52.4181,23.2582,138.601,20.487,138.716,19.4907,91.6977,44.6106,83.2281,44.915,4.57259,11,2.63628,60.4023,192.3,50.7403,0.925262,0.050968,1.38775,0.487553,104.94,1.16543,2.859,0.551733,0.713501,0.534196,2.86003,118.755,396.875,77.1197,1.02007,0.019244,16.4742,15.4613,487.25,-0.000575,0.047482,1.54245,3.20677,0.594437,0.089299,5799.12,45,96,0,52,0.740348,0.251736,0.325368,0.405012,139.841,459.262,83.4429,1.22535,0.499775,1.3097,0.440151,1.42285,0.367857,2.2142,0.743766,0.565763,7.41382,924.986,10707,6.70445,15.4123,0.057628,0.152952,0.686643,0.366601,1.55131,52,2.31603,1337,5621.62,3.52011,62.5527,313.5,Young
47.8411,21.9023,60.2097,28.1136,130.024,20.6439,128.422,21.056,95.4756,46.0685,97.0352,49.3607,4.94228,12,3.35597,65.1954,225.98,51.9216,0.910099,0.056886,1.43327,0.731016,94.4,1.13349,2.66904,0.526533,0.672255,0.498129,2.54856,116.063,287.119,67.0143,1.02368,0.018492,15.8272,12.4087,333.09,0.002092,0.055256,1.34642,2.82025,0.516827,0.091006,5216.01,37,80,0,44,0.792795,0.29636,0.543326,0.453208,143.113,401.134,87.3091,1.54669,0.588684,1.55735,0.568503,1.61594,0.47484,1.90091,0.797267,0.509118,6.16192,689.62,8796.06,6.86655,12.6365,0.05529,0.159872,0.676288,0.403797,1.70983,44,2.43029,1025,3724.07,2.90716,44.8814,411.87,Young
38.2068,22.1253,52.5279,19.2955,140.62,21.4282,139.357,15.9359,93.6512,43.1693,98.5415,42.5508,4.17914,10,2.1561,53.7629,171.59,49.379,0.936953,0.055889,1.44796,0.771291,77.99,1.03129,2.56271,0.558157,0.696494,0.540538,2.7354,107.401,328.503,55.6562,1.0214,0.022614,14.7674,14.583,419.06,0.00262,0.049122,1.23977,2.74376,0.563317,0.084128,7021.55,61,128,0,68,0.73585,0.260186,0.424713,0.442376,124.668,359.67,62.7338,1.24039,0.60653,1.29258,0.556096,1.40006,0.464287,1.889,0.676076,0.570555,7.14596,977.031,13439.1,6.94171,15.6636,0.064159,0.156902,0.689335,0.364798,1.43831,69,2.07994,1652,6897.63,3.56283,61.8103,313.72,Young
51.9483,24.2664,56.0804,23.0621,128.168,22.0108,132.438,18.3262,90.399,45.4501,104.949,51.7347,3.32938,12,2.60858,55.3071,189.05,48.3203,0.938225,0.054952,1.66913,0.836071,92.5,1.21937,2.80436,0.581617,0.780571,0.598512,2.9851,94.7281,263.368,44.8165,1.01961,0.019704,14.2289,12.4038,300.25,-0.001145,0.051299,1.53254,2.96965,0.680724,0.138317,4535.56,36,81,0,46,0.661404,0.282345,0.452395,0.436524,110.228,319.023,53.3738,1.10607,0.397184,1.1562,0.379365,1.28469,0.333495,1.85025,0.810747,0.667154,7.45847,796.631,8867.72,7.51502,16.0671,0.094378,0.226952,0.714845,0.3732,1.45216,46,2.0488,993,4769.31,4.04179,58.2466,308.4,Young
39.1684,20.548,49.5342,17.331,139.181,18.9268,137.31,16.0117,91.107,42.2866,83.4034,42.6479,3.43882,8,1.8461,43.6672,174.88,43.4187,0.942324,0.048488,1.26123,0.273512,92.54,1.0868,2.63294,0.535734,0.788099,0.543539,3.16866,93.5727,293.14,53.3534,1.01763,0.017605,10.7624,11.1546,263.29,0.00177,0.043258,1.40312,2.9722,0.528911,0.069652,4367.19,46,100,0,55,0.788903,0.296066,0.39691,0.438417,106.455,302.111,56.4008,1.4927,0.715892,1.55013,0.566903,1.61498,0.456126,1.92969,0.480765,0.629915,8.11745,830.144,7848.09,7.2266,16.7055,0.062787,0.158408,0.672158,0.394793,1.53266,55,2.16555,916,4441.28,4.08958,64.3554,351.94,Young
62.0893,28.9604,52.7053,26.8694,116.783,30.7587,127.683,25.2167,93.4316,42.9549,89.0569,50.6859,4.91667,13,3.1796,57.9267,173.78,52.5534,0.897045,0.089842,1.42037,0.516858,64.38,0.457186,0.102812,0.496129,0.191952,0.368313,0.259004,105.219,282.016,54.608,1.02585,0.025332,15.1818,15.2027,345.03,0.000421,0.045862,0.516735,0.153478,0.527193,0.122039,5135.21,42,87,0,46,0.809782,0.223375,0.470103,0.442115,127.888,337.845,65.8057,0,0,0,0,1.50205,0.453752,2.01067,0.898294,0.231364,0.285524,0,8117.04,5.8354,5.57928,0.016533,0.0497,0.675135,0.384956,1.55747,48,2.27127,1169,1191.82,0.85681,1.66081,336.62,Young
44.6902,25.3887,54.1225,25.5611,134.611,25.1159,127.584,27.5178,85.6056,42.6055,75.6103,46.8948,3.94537,10,2.3787,65.48,223.24,61.3642,0.914765,0.083324,1.39464,0.660499,85.6,1.32203,3.02972,0.538109,0.728089,0.527775,2.82122,115.905,428.376,79.3125,1.0207,0.022453,17.197,16.8047,471.16,0.001729,0.056496,1.60031,3.25767,0.625,0.150817,4256.5,30,65,0,36,0.752848,0.266308,0.431856,0.440253,141.314,449.395,87.3034,1.36445,0.514814,1.39119,0.495321,1.48912,0.423488,1.78357,0.545272,0.565868,6.9193,730.37,7496.52,6.61069,14.2226,0.064066,0.16431,0.672935,0.393599,1.4837,36,1.74225,954,3808.11,3.35812,51.9898,411.63,Young
48.6775,33.6216,53.2935,18.577,129.923,30.5047,134.916,15.5457,90.1212,38.4045,81.0254,48.0412,3.35542,7,1.66673,54.9802,191.93,51.0355,0.922408,0.052747,1.20896,0.257465,76.04,1.21224,3.00003,0.531028,0.804224,0.541412,3.31659,103.399,280.269,54.7324,1.02197,0.016799,13.5116,12.9288,410.75,0.002419,0.052312,1.58908,3.36354,0.51121,0.070146,4673.79,37,83,0,47,0.801186,0.278418,0.498905,0.435774,123.313,330.58,66.236,1.45743,0.657174,1.55336,0.520057,1.62564,0.433159,1.91333,0.691042,0.637463,8.66661,921.797,8204.53,7.06678,17.4462,0.072833,0.207375,0.675248,0.394657,1.57573,47,2.34675,980,5005.69,4.31153,72.8148,317.84,Young
53.5846,27.0553,64.1799,22.4195,125.946,25.2401,126.996,17.9675,91.1465,36.5883,99.2139,44.9466,4.08031,11,2.68514,55.4849,222.22,49.1659,0.93543,0.041079,1.30823,0.416591,77.6,1.34588,3.44482,0.549267,0.92519,0.602337,4.01554,106.141,363.168,61.2233,1.014,0.010666,13.075,11.4323,359.28,0.001617,0.051021,1.4059,3.43302,0.507812,0.063259,4383.69,37,79,0,43,0.793439,0.260198,0.575504,0.443938,128.431,390.194,71.9419,1.44419,0.510913,1.49779,0.459768,1.57992,0.384541,2.20042,0.811787,0.785929,11.0036,1110.45,8024.76,7.6792,21.866,0.046082,0.132296,0.662643,0.40048,1.62141,43,2.05997,837,6240.09,5.97138,101.45,363.41,Young
44.4998,19.0573,55.5826,19.1962,134.709,21.1738,138.991,14.2234,85.2899,37.2252,81.8794,39.8207,3.51576,6,1.62597,48.7254,170.83,46.0772,0.91892,0.051922,1.50576,0.641933,119.64,1.54167,3.55465,0.599243,1.01559,0.70937,4.14015,80.9064,188.099,37.87,1.02252,0.017697,12.7903,13.2181,243.19,0.002115,0.056247,2.12034,3.94099,0.667614,0.225258,2972.59,28,61,0,34,0.714503,0.290646,0.46233,0.424577,99.3544,252.216,47.838,1.25766,0.644656,1.30261,0.586664,1.40075,0.485508,1.97187,0.735528,0.949604,10.8776,952.719,6067.73,7.66128,22.6673,0.06571,0.154508,0.682553,0.381631,1.43632,34,1.67833,680,5250.28,6.62914,92.8332,264.25,Young
42.8138,20.3757,52.5018,16.5373,134.571,18.3912,137.148,13.7447,92.9174,47.3462,84.7422,39.6872,4.2603,9,2.12347,47.7315,215.15,44.5114,0.926605,0.07041,1.48873,0.566013,92.14,1.3862,3.40703,0.574482,0.91765,0.632047,3.86064,88.0052,242.467,48.3865,1.02345,0.021068,13.2667,12.2778,350.38,0.001799,0.047602,1.73566,3.60263,0.5625,0.096647,3532.51,35,74,0,40,0.73835,0.255962,0.589206,0.434153,101.685,259.532,52.5031,1.24657,0.468382,1.29882,0.434429,1.40792,0.368606,1.94176,0.661714,0.799352,10.3323,1017.03,6837.39,6.87866,20.5491,0.072866,0.230061,0.632014,0.414264,1.57588,40,2.04206,825,5508.33,5.54158,91.1929,199.72,Young
36.5017,23.3494,49.3858,19.8046,143.662,18.5487,140.137,13.7223,99.6008,40.4636,96.2822,43.118,3.21268,6,1.32418,48.2633,174.37,41.8425,0.947509,0.038157,1.31486,0.309541,62.59,1.30519,3.07037,0.567286,0.936732,0.640554,3.7346,81.724,222.811,42.4951,1.01334,0.011108,10.662,8.90578,230.94,-0.001752,0.039855,1.56153,3.25239,0.589897,0.120459,3378.8,32,70,0,39,0.740617,0.263777,0.418527,0.435167,97.011,254.612,48.69,1.24319,0.523148,1.35966,0.441056,1.46849,0.369571,2.28294,0.880643,0.822284,9.50215,811.096,6189.5,8.18717,19.0593,0.075461,0.183374,0.686769,0.390068,1.51387,39,1.84107,621,4119.22,5.44871,74.4855,317.03,Young
44.5483,29.9135,58.6084,20.0386,135.769,28.6884,131.179,18.1781,89.3294,44.1014,94.4254,47.1376,3.33208,8,2.04592,50.9707,154.11,42.6283,0.923564,0.05421,1.29617,0.35583,86.9,1.2478,3.00727,0.548882,0.909733,0.603169,3.64503,73.1643,204.203,38.7412,1.02168,0.01502,10.8219,8.94432,252.78,-0.000192,0.0516,1.49718,3.18343,0.546875,0.089059,3692.76,33,72,0,40,0.736454,0.281359,0.434848,0.435261,89.6262,234.781,44.0641,1.32924,0.516248,1.38098,0.477046,1.48395,0.399829,1.86571,0.552067,0.762227,9.27369,811.831,6483.97,8.13547,18.5936,0.075779,0.182169,0.699458,0.380042,1.48496,41,2.04197,671,4071.86,5.10899,72.7521,241.78,Young
38.6793,21.7542,55.0288,16.8683,139.9,21.057,135.599,14.249,85.6234,40.604,83.0904,47.1209,2.90695,7,1.70881,56.6849,156.46,47.2919,0.931803,0.046608,1.29972,0.408395,97.85,1.25472,2.9595,0.564387,0.846522,0.597014,3.31827,83.7712,220.764,41.2309,1.02059,0.015738,12.6351,10.6365,278.53,0.001547,0.052212,1.49736,3.13836,0.597426,0.118787,4138.43,33,73,0,41,0.727991,0.27061,0.237518,0.359662,98.0003,236.112,48.8126,1.24133,0.533956,1.33972,0.459263,1.45245,0.378767,2.11056,0.704932,0.704038,8.33825,790.159,7404.66,7.9279,16.9602,0.076393,0.201741,0.717023,0.357581,1.49626,41,1.99527,786,4170.63,4.46534,64.6541,350.41,Young
41.4789,24.3195,62.7753,20.6787,138.155,23.0383,129.878,15.7785,76.9191,45.039,84.9969,43.776,4.45837,13,3.52756,54.4047,200.73,55.3598,0.932946,0.048773,1.38764,0.569037,80.14,1.10443,2.68752,0.540666,0.763401,0.539641,3.00657,97.806,245.894,53.1175,1.01841,0.014188,12.3936,12.1479,296.78,0.000436,0.04911,1.32739,2.85201,0.579044,0.124996,5060.08,43,93,0,51,0.75573,0.279991,0.495893,0.456435,115.571,303.07,61.4411,1.35766,0.586936,1.40945,0.529576,1.50106,0.439818,2.15375,0.819379,0.601534,7.59037,804.05,8767.54,7.53225,15.3965,0.074572,0.195747,0.681948,0.392651,1.64292,51,2.73858,981,4392.15,3.77332,59.3863,332.72,Young
49.2208,27.2579,57.8957,19.528,135.179,23.5409,132.268,14.9588,90.9758,43.0811,96.7663,41.4938,4.23979,12,3.22719,58.2857,185.2,52.0894,0.921839,0.054263,1.21602,0.333751,117.49,1.05339,2.49918,0.519582,0.642746,0.480294,2.44925,97.9289,274.954,51.1538,1.02156,0.022912,14.6889,13.4722,334.94,0.001333,0.051327,1.25263,2.65236,0.499812,0.058617,5187.9,41,89,0,49,0.773221,0.265275,0.50628,0.445982,117.264,306.193,61.81,1.33826,0.475245,1.45763,0.398408,1.55153,0.33742,2.39875,0.809413,0.47819,5.90435,670.878,8585.22,6.49903,12.0192,0.069106,0.194987,0.664569,0.403565,1.61876,49,2.45886,1122,3528.28,2.67092,42.3955,374.06,Young
52.492,23.7831,55.3595,23.834,128.202,22.4097,130.308,20.7432,82.7079,46.5991,91.9763,40.1546,2.9271,9,2.38623,52.6207,190.08,49.379,0.934701,0.06918,1.85437,1.01528,82.65,1.67797,3.58549,0.616367,1.01787,0.73684,3.9947,96.8474,304.468,66.506,1.01654,0.016982,13.7174,14.3167,411.09,-0.006026,0.053908,2.45753,3.88364,0.778817,0.193276,2368.16,19,45,0,27,0.594024,0.316332,0.671053,0.436361,107.178,311.22,69.2846,1.12938,0.43501,1.08704,0.456058,1.20546,0.398043,1.615,0.644418,0.9636,10.0214,784.556,5095.38,8.08791,20.8461,0.140119,0.267509,0.724277,0.383391,1.37242,27,1.47309,565,3958.31,6.28303,77.6319,151.25,Young
